Date,Evapotranspiration
20110520,2.79
20110521,3.72
20110522,3.51
20110523,3.68
20110524,2.13
20110525,1.61
20110526,0.776
20110527,0.63
20110528,0.192
20110529,1.06
20110530,0.341
20110531,2.2
20110601,0.509
20110602,2.95
20110603,2.28
20110604,0.269
20110605,1.56
20110606,1.62
20110607,1.75
20110608,0.646
20110609,0.621
20110610,0.415
20110611,2.04
20110612,1.43
20110613,0.275
20110614,1.21
20110615,1.33
20110616,0.542
20110617,1.14
20110618,2.07
20110619,0.175
20110620,0.744
20110621,0.167
20110622,1.74
20110623,0.681
20110624,0.537
20110625,0.26
20110626,0.488
20110627,0.279
20110628,0.878
20110629,0.183
20110630,0.493
20110701,2.18
20110702,0.88
20110703,1.74
20110704,0.781
20110705,0.139
20110706,0.811
20110707,1.78
20110708,1.4
20110709,0.139
20110710,0.166
20110711,0.966
20110712,0.288
20110713,0.742
20110714,0.855
20110715,0.233
20110716,2.58
20110717,2.18
20110718,0.422
20110719,1.14
20110720,0.753
20110721,1.03
20110722,1.21
20110723,1.4
20110724,1.34
20110725,0.479
20110726,0.518
20110727,0.712
20110728,1.3
20110729,0.483
20110730,0.269
20110731,0.861
20110801,1.31
20110802,1.56
20110803,0.674
20110804,0.555
20110805,0.544
20110806,1.24
20110807,1.01
20110808,1.29
20110809,0.467
20110810,0.83
20110811,0.94
20110812,0.0863
20110813,0.759
20110814,0.522
20110815,0.284
20110816,1.67
20110817,1.46
20110818,0.263
20110819,1.02
20110820,0.247
20110821,0.0866
20110822,0.6
20110823,0.0952
20110824,0.0792
20110825,0.611
20110826,0.297
20110827,0.941
20110828,0.848
20110829,0.635
20110830,0.104
20110831,0.0915
20110901,0.829
20110902,1.16
20110903,0.504
20110904,0.49
20110905,1.03
20110906,0.651
20110907,0.631
20110908,0.102
20110909,0
20110910,1.12
20110911,1.47
20110912,1.99
20110913,2.12
20110914,1.12
20110915,1.15
20110916,1.77
20110917,0.116
20110918,0.295
20110919,1.79
20110920,1.41
20110921,1.92
20110922,1.21
20110923,1.32
20110924,0.103
20110925,0.189
20110926,0.102
20110927,0.0429
20110928,0.0492
20110929,0
20110930,0
20111001,0.0899
20111002,0.962
20111003,1.26
20111004,0.267
20111005,0.225
20111006,0.232
20111007,0.044
20111008,0.0621
20111009,1.58
20111010,1.57
20111011,1.62
20111012,1.25
20111013,1.29
20111014,1.05
20111015,0.963
20111016,0.416
20111017,1.73
20111018,1.05
20111019,0.184
20111020,0.217
20111021,0.739
20111022,1.39
20111023,0.213
20111024,1.42
20111025,1.31
20111026,0.816
20111027,1.51
20111028,1.92
20111029,2.35
20111030,1.26
20111031,1.13
20111101,0.223
20111102,1.24
20111103,1.42
20111104,0.0803
20111105,0.627
20111106,1.15
20111107,2.14
20111108,0.168
20111109,0.227
20111110,0.196
20111111,0.221
20111112,0.205
20111113,0.139
20111114,0.0813
20111115,0
20111116,0
20111117,0
20111118,0
20111119,0
20111120,0
20111121,0
20111122,0
20111123,0
20111124,0
20111125,0
20111126,0.725
20111127,1.61
20111128,0.673
20111129,0.748
20111130,0.942
20111201,0.172
20111202,0.183
20111203,0.181
20111204,0.215
20111205,0.305
20111206,0.0815
20111207,0
20111208,0
20111209,0
20111210,0
20111211,0
20111212,0
20111213,0
20111214,0
20111215,0
20111216,0
20111217,0
20111218,0
20111219,0
20111220,0
20111221,0
20111222,0
20111223,0
20111224,0
20111225,0
20111226,0
20111227,0
20111228,0
20111229,0
20111230,0
20111231,0.213
20120101,0
20120102,0
20120103,0
20120104,0
20120105,0
20120106,0
20120107,0
20120108,0
20120109,0
20120110,0
20120111,0
20120112,0
20120113,0
20120114,0
20120115,0
20120116,0
20120117,0
20120118,0
20120119,0
20120120,0
20120121,0
20120122,0
20120123,0
20120124,0
20120125,0
20120126,0
20120127,0
20120128,0
20120129,0
20120130,0
20120131,0
20120201,0
20120202,0
20120203,0
20120204,0
20120205,0
20120206,0
20120207,0
20120208,0
20120209,0
20120210,0
20120211,0.00721
20120212,0
20120213,0
20120214,0
20120215,0
20120216,0
20120217,0
20120218,0
20120219,0
20120220,0
20120221,0
20120222,0
20120223,0
20120224,0
20120225,0
20120226,0
20120227,0.0252
20120228,0.185
20120229,0.154
20120301,0.191
20120302,0.212
20120303,0.172
20120304,0.234
20120305,0.249
20120306,0.228
20120307,0.34
20120308,0.335
20120309,0.292
20120310,0.683
20120311,0.355
20120312,0.404
20120313,0.537
20120314,1.15
20120315,0.649
20120316,0.768
20120317,0.335
20120318,0.749
20120319,1.01
20120320,0.659
20120321,0.885
20120322,0.996
20120323,1.02
20120324,1.02
20120325,1.07
20120326,1.35
20120327,1.17
20120328,1.48
20120329,0.431
20120330,1.56
20120331,1.42
20120401,1.99
20120402,2.12
20120403,2.11
20120404,2.14
20120405,2.6
20120406,2.75
20120407,1.81
20120408,3.15
20120409,2.98
20120410,3
20120411,3.38
20120412,3.2
20120413,3.27
20120414,2.72
20120415,3.76
20120416,3.26
20120417,1.5
20120418,3.91
20120419,1.25
20120420,3.45
20120421,1.2
20120422,1.76
20120423,1.48
20120424,2.87
20120425,1.04
20120426,1.27
20120427,1.83
20120428,1.04
20120429,2.22
20120430,4.32
20120501,0.759
20120502,3.32
20120503,0.841
20120504,1.04
20120505,3.66
20120506,3.47
20120507,3.61
20120508,3.4
20120509,1.23
20120510,3.13
20120511,0.52
20120512,1.35
20120513,1.93
20120514,3.72
20120515,2.02
20120516,3.19
20120517,1.73
20120518,4.25
20120519,3.99
20120520,3.58
20120521,3.65
20120522,0.805
20120523,4.22
20120524,3.64
20120525,3.48
20120526,3.6
20120527,3.97
20120528,4.96
20120529,3.75
20120530,0.905
20120531,3.81
20120601,1.99
20120602,0.634
20120603,0.0218
20120604,0.158
20120605,1.34
20120606,0.745
20120607,1.87
20120608,1.32
20120609,2.24
20120610,1.41
20120611,0.639
20120612,1.83
20120613,2.2
20120614,1.84
20120615,2.3
20120616,0.168
20120617,1.37
20120618,0.248
20120619,0.452
20120620,0.582
20120621,1.38
20120622,0.583
20120623,1.45
20120624,1.3
20120625,0.932
20120626,2.78
20120627,0.395
20120628,0.138
20120629,0.137
20120630,2.3
20120701,0.552
20120702,0.409
20120703,0.301
20120704,1.26
20120705,0.936
20120706,1.84
20120707,1.6
20120708,1.03
20120709,0.905
20120710,0.342
20120711,0.83
20120712,0.425
20120713,0.167
20120714,0.342
20120715,0.138
20120716,1.06
20120717,0.733
20120718,1.19
20120719,1.23
20120720,0.18
20120721,0.093
20120722,1.24
20120723,0.736
20120724,1.21
20120725,0.722
20120726,0.345
20120727,0.999
20120728,0.414
20120729,1.31
20120730,1.54
20120731,1.37
20120801,0.796
20120802,0.917
20120803,1.33
20120804,0.311
20120805,0.212
20120806,0.0679
20120807,0.381
20120808,0.372
20120809,0.502
20120810,0.454
20120811,0.541
20120812,0.00186
20120813,1.27
20120814,0.725
20120815,0.438
20120816,0.293
20120817,0.455
20120818,0.426
20120819,0.604
20120820,0.581
20120821,0.183
20120822,0.153
20120823,0.167
20120824,0.706
20120825,0.87
20120826,1.08
20120827,0.667
20120828,0.282
20120829,0.75
20120830,0.903
20120831,0.467
20120901,1.31
20120902,1.38
20120903,1.39
20120904,0.786
20120905,1.79
20120906,1.2
20120907,0.748
20120908,1.11
20120909,1.18
20120910,0.406
20120911,0.868
20120912,1.11
20120913,1.67
20120914,0.437
20120915,0.731
20120916,1.42
20120917,1.34
20120918,0.831
20120919,0.799
20120920,0.614
20120921,0.144
20120922,0.0419
20120923,0.0551
20120924,0.145
20120925,0.0842
20120926,0.121
20120927,2.14
20120928,0.753
20120929,0.81
20120930,0.057
20121001,1.14
20121002,1.56
20121003,0.875
20121004,0.638
20121005,2.07
20121006,0.175
20121007,0.0998
20121008,0.0328
20121009,1.63
20121010,1.54
20121011,0.198
20121012,0.264
20121013,0.19
20121014,2.08
20121015,0.872
20121016,0.632
20121017,1.18
20121018,0.0655
20121019,0.197
20121020,1.14
20121021,0.583
20121022,1.59
20121023,1.07
20121024,0.206
20121025,0.185
20121026,0.107
20121027,0.191
20121028,0.0563
20121029,0
20121030,2.26
20121031,0.212
20121101,1.98
20121102,1.95
20121103,1.07
20121104,1.57
20121105,1.09
20121106,1.03
20121107,0.204
20121108,0.193
20121109,0.187
20121110,0.151
20121111,0.179
20121112,0.132
20121113,0
20121114,0
20121115,0
20121116,0
20121117,0
20121118,0
20121119,0
20121120,0
20121121,0
20121122,0
20121123,0.258
20121124,0.0827
20121125,0
20121126,0
20121127,0
20121128,0
20121129,0
20121130,0
20121201,0
20121202,0
20121203,0
20121204,0.324
20121205,1.1
20121206,0.198
20121207,0.169
20121208,0.201
20121209,0.155
20121210,0
20121211,0
20121212,0
20121213,0
20121214,0
20121215,0
20121216,0
20121217,0
20121218,0
20121219,0
20121220,0
20121221,0
20121222,0
20121223,0
20121224,0
20121225,0
20121226,0
20121227,0
20121228,0
20121229,0
20121230,0.779
20121231,0.171
20130101,0.0738
20130102,0
20130103,0
20130104,0
20130105,0
20130106,0
20130107,0
20130108,0
20130109,0
20130110,0
20130111,0
20130112,0
20130113,0
20130114,0
20130115,0
20130116,0
20130117,0
20130118,0
20130119,0
20130120,0
20130121,0
20130122,0
20130123,0
20130124,0
20130125,0
20130126,0
20130127,0
20130128,0
20130129,0
20130130,0
20130131,0
20130201,0
20130202,0
20130203,0
20130204,0
20130205,0
20130206,0
20130207,0
20130208,0.395
20130209,1.61
20130210,0.0751
20130211,0.323
20130212,0
20130213,0
20130214,0
20130215,0.94
20130216,1.74
20130217,0.257
20130218,2.36
20130219,0.253
20130220,0.0861
20130221,0.272
20130222,0
20130223,0
20130224,0
20130225,0
20130226,0
20130227,0
20130228,0
20130301,0.0319
20130302,0.211
20130303,0.194
20130304,0.214
20130305,0.242
20130306,0.359
20130307,0.933
20130308,1.65
20130309,0.672
20130310,0.64
20130311,0.265
20130312,2.32
20130313,0.61
20130314,0.532
20130315,0.771
20130316,0.873
20130317,1.22
20130318,0.691
20130319,1.08
20130320,0.659
20130321,0.936
20130322,0.723
20130323,0.555
20130324,0.763
20130325,0.998
20130326,1.06
20130327,1.32
20130328,1.29
20130329,0.606
20130330,1.37
20130331,0.307
20130401,1.77
20130402,0.82
20130403,0.592
20130404,0.501
20130405,2.11
20130406,1.85
20130407,2
20130408,2.76
20130409,2.68
20130410,0.843
20130411,3.35
20130412,2.45
20130413,2.47
20130414,2.83
20130415,2.5
20130416,2.02
20130417,3.31
20130418,3.63
20130419,3.37
20130420,3.31
20130421,4.62
20130422,4.52
20130423,3.71
20130424,1.94
20130425,3.75
20130426,1.74
20130427,1.46
20130428,2.29
20130429,1.84
20130430,2.45
20130501,3.23
20130502,3.3
20130503,3.42
20130504,2.5
20130505,0.677
20130506,0.731
20130507,0.413
20130508,3.91
20130509,1.53
20130510,1.45
20130511,0.619
20130512,1.67
20130513,1.62
20130514,3.14
20130515,3.2
20130516,2.65
20130517,3.22
20130518,1.02
20130519,0.761
20130520,5.17
20130521,2.28
20130522,1.55
20130523,3.2
20130524,0.551
20130525,4.3
20130526,1.63
20130527,1.77
20130528,2.63
20130529,2.31
20130530,3.24
20130531,4.13
20130601,2.8
20130602,0.288
20130603,3.17
20130604,0.829
20130605,2.49
20130606,0.791
20130607,0.233
20130608,0.86
20130609,0.226
20130610,1.23
20130611,1.98
20130612,1.9
20130613,1.37
20130614,1.54
20130615,2.01
20130616,2.01
20130617,1.72
20130618,0.711
20130619,2.25
20130620,0.74
20130621,2.09
20130622,1.08
20130623,1.48
20130624,1.88
20130625,0.847
20130626,0.153
20130627,0
20130628,0.719
20130629,0.993
20130630,2.57
20130701,0.986
20130702,1.12
20130703,0.68
20130704,0.52
20130705,1.18
20130706,2.64
20130707,1.38
20130708,1.5
20130709,2.64
20130710,0.952
20130711,1.99
20130712,1.94
20130713,1.37
20130714,1.07
20130715,1.28
20130716,0.571
20130717,1.26
20130718,0.964
20130719,2.07
20130720,0.332
20130721,1.01
20130722,1.02
20130723,0.524
20130724,0.0303
20130725,0.522
20130726,0.711
20130727,1.11
20130728,0.524
20130729,0.311
20130730,1.14
20130731,0.527
20130801,0.946
20130802,0.0872
20130803,0.851
20130804,0.827
20130805,0.862
20130806,0.51
20130807,0.784
20130808,0.804
20130809,0.96
20130810,0.0477
20130811,0.711
20130812,0.713
20130813,1.09
20130814,0.767
20130815,0.0823
20130816,1.25
20130817,0.446
20130818,1.02
20130819,0.867
20130820,1.23
20130821,0.656
20130822,0.33
20130823,0.803
20130824,1.06
20130825,0.432
20130826,0.181
20130827,0.34
20130828,1.3
20130829,0.7
20130830,0.373
20130831,0.216
20130901,1.26
20130902,0.418
20130903,0.955
20130904,0.932
20130905,0.126
20130906,0.336
20130907,0.699
20130908,1.45
20130909,0.894
20130910,1.55
20130911,0.954
20130912,0.985
20130913,1.44
20130914,0.897
20130915,0.934
20130916,1.45
20130917,1.42
20130918,0.4
20130919,0.684
20130920,1.05
20130921,1.82
20130922,1.25
20130923,0.167
20130924,0.071
20130925,0.626
20130926,0.1
20130927,0.188
20130928,0.135
20130929,0
20130930,0
20131001,1.22
20131002,1.81
20131003,1.17
20131004,0.212
20131005,0.169
20131006,0.709
20131007,1.1
20131008,1.49
20131009,1.4
20131010,1.64
20131011,0.771
20131012,0.43
20131013,1.86
20131014,1.65
20131015,0.103
20131016,0.925
20131017,0.526
20131018,1.49
20131019,0.637
20131020,1.43
20131021,0.193
20131022,2.17
20131023,1.75
20131024,0.974
20131025,1.21
20131026,2.09
20131027,0.486
20131028,0.213
20131029,0.228
20131030,0.102
20131031,0.164
20131101,0.115
20131102,0.834
20131103,0.0297
20131104,1.5
20131105,1.34
20131106,0.189
20131107,0.146
20131108,0.14
20131109,0
20131110,0
20131111,0
20131112,0
20131113,0.895
20131114,0.203
20131115,0.164
20131116,0.161
20131117,1.48
20131118,0.178
20131119,1.49
20131120,0.184
20131121,0.21
20131122,0.154
20131123,0
20131124,1.25
20131125,0.651
20131126,0.0796
20131127,1.1
20131128,0.166
20131129,0.205
20131130,1.06
20131201,0.176
20131202,1.47
20131203,0.174
20131204,0.194
20131205,0.119
20131206,0
20131207,0
20131208,0
20131209,0
20131210,0
20131211,0
20131212,0
20131213,0
20131214,0
20131215,0
20131216,0
20131217,0
20131218,0
20131219,0
20131220,0
20131221,0
20131222,0
20131223,0
20131224,0
20131225,0
20131226,0
20131227,0
20131228,0
20131229,0
20131230,0
20131231,0
20140101,0
20140102,0
20140103,0
20140104,0
20140105,0
20140106,0
20140107,0
20140108,0
20140109,0
20140110,0
20140111,0
20140112,0
20140113,0
20140114,0
20140115,0
20140116,0
20140117,0
20140118,0
20140119,0
20140120,0
20140121,0
20140122,0
20140123,0
20140124,0
20140125,0
20140126,0
20140127,0
20140128,0
20140129,0
20140130,0
20140131,0
20140201,0
20140202,0
20140203,0
20140204,0
20140205,0
20140206,0
20140207,0
20140208,0
20140209,0
20140210,0
20140211,0
20140212,0
20140213,0
20140214,0
20140215,0
20140216,0
20140217,0
20140218,0
20140219,0
20140220,0
20140221,0
20140222,0
20140223,0
20140224,0
20140225,0
20140226,0.659
20140227,0
20140228,0.113
20140301,0.0226
20140302,1.72
20140303,0.437
20140304,1.62
20140305,0.155
20140306,0.0824
20140307,0.232
20140308,2
20140309,0.511
20140310,0.415
20140311,0.605
20140312,0.667
20140313,0.431
20140314,0.514
20140315,0.344
20140316,0.399
20140317,0.445
20140318,0.474
20140319,0.66
20140320,0.72
20140321,0.894
20140322,0.999
20140323,0.516
20140324,0.299
20140325,1.01
20140326,1.48
20140327,1.29
20140328,1.31
20140329,1.61
20140330,0.997
20140331,1.51
20140401,2.19
20140402,1.2
20140403,0.839
20140404,2.17
20140405,2.31
20140406,2.14
20140407,2.69
20140408,2.49
20140409,1.08
20140410,0.608
20140411,1.28
20140412,1.39
20140413,1.3
20140414,0.718
20140415,0.886
20140416,1.03
20140417,0.84
20140418,0.854
20140419,0.973
20140420,2.93
20140421,1.58
20140422,2.95
20140423,3.15
20140424,3.95
20140425,3.15
20140426,0.389
20140427,1.09
20140428,1.43
20140429,0.857
20140430,0.826
20140501,1.57
20140502,2.02
20140503,2.2
20140504,0.727
20140505,1.41
20140506,1.56
20140507,2.06
20140508,1.26
20140509,1.73
20140510,2.65
20140511,0.119
20140512,2.65
20140513,3.23
20140514,3.15
20140515,3.54
20140516,4.29
20140517,4.28
20140518,1.39
20140519,1.72
20140520,0.793
20140521,0.969
20140522,1.44
20140523,1.28
20140524,0.979
20140525,3.19
20140526,4.24
20140527,3.57
20140528,1.83
20140529,1.17
20140530,1.3
20140531,1.33
20140601,1.05
20140602,1.91
20140603,1.65
20140604,1.71
20140605,1.11
20140606,0.411
20140607,0.0252
20140608,1.18
20140609,0.171
20140610,0.858
20140611,1.09
20140612,2.29
20140613,1.97
20140614,1.76
20140615,1.24
20140616,0.548
20140617,1.93
20140618,0.874
20140619,1.62
20140620,0.535
20140621,0.324
20140622,0.221
20140623,1.4
20140624,0.918
20140625,0.077
20140626,1.26
20140627,2.22
20140628,0.857
20140629,1.6
20140630,0.575
20140701,0.579
20140702,0.0768
20140703,2.03
20140704,0.852
20140705,0.121
20140706,0.816
20140707,0.853
20140708,0.798
20140709,1.36
20140710,0.296
20140711,0.979
20140712,1.05
20140713,0.954
20140714,0.208
20140715,1.14
20140716,1.23
20140717,2.07
20140718,0.302
20140719,0.151
20140720,1.09
20140721,0.982
20140722,1.07
20140723,1.43
20140724,1.17
20140725,0.235
20140726,0.184
20140727,1.06
20140728,0.679
20140729,1.37
20140730,0.851
20140731,1.18
20140801,1.56
20140802,0.858
20140803,1.39
20140804,0.337
20140805,1.04
20140806,0.791
20140807,0.51
20140808,0.22
20140809,0.462
20140810,1.26
20140811,0.472
20140812,0.812
20140813,1.04
20140814,2.57
20140815,1.08
20140816,0.473
20140817,0.0857
20140818,0.0706
20140819,0.468
20140820,1.43
20140821,0.43
20140822,0.569
20140823,0.0415
20140824,0.437
20140825,0.56
20140826,0.463
20140827,0.89
20140828,0.0476
20140829,0.0981
20140830,0.103
20140831,0.907
20140901,0.816
20140902,1.14
20140903,0.55
20140904,0.545
20140905,1.04
20140906,0.799
20140907,0.419
20140908,1.09
20140909,1.35
20140910,0.1
20140911,0.869
20140912,0.149
20140913,0.0277
20140914,1.39
20140915,0.909
20140916,1.66
20140917,0.0566
20140918,0.106
20140919,0.763
20140920,1.62
20140921,0.292
20140922,1.2
20140923,0.845
20140924,0.709
20140925,0.894
20140926,1.29
20140927,0.696
20140928,0.392
20140929,2.16
20140930,0.583
20141001,1.11
20141002,0.233
20141003,0.249
20141004,0.923
20141005,2.21
20141006,0.979
20141007,1.55
20141008,1.21
20141009,1.85
20141010,2.01
20141011,1.65
20141012,1.34
20141013,1.4
20141014,0.256
20141015,0.216
20141016,1
20141017,0.0816
20141018,1.71
20141019,2.26
20141020,1.35
20141021,1.06
20141022,1.86
20141023,1.67
20141024,1.67
20141025,1.61
20141026,1.86
20141027,0.915
20141028,1.24
20141029,1.16
20141030,0.202
20141031,0.238
20141101,0.188
20141102,0.0737
20141103,1.02
20141104,0.152
20141105,0.126
20141106,0
20141107,0
20141108,0
20141109,0
20141110,0
20141111,0.0572
20141112,1.7
20141113,0.631
20141114,0.663
20141115,0.835
20141116,0.158
20141117,0.198
20141118,0.147
20141119,0
20141120,0
20141121,0
20141122,0
20141123,0
20141124,0
20141125,0
20141126,0
20141127,0
20141128,0
20141129,0
20141130,0
20141201,0
20141202,0
20141203,0
20141204,0
20141205,0
20141206,0
20141207,0
20141208,0.798
20141209,0.513
20141210,0.0525
20141211,1.41
20141212,0.687
20141213,0.11
20141214,2.08
20141215,0.147
20141216,1.51
20141217,0.193
20141218,0.188
20141219,0.162
20141220,0.118
20141221,0
20141222,0
20141223,0
20141224,0
20141225,0
20141226,0
20141227,0
20141228,0
20141229,0
20141230,0
20141231,0
20150101,0
20150102,0
20150103,0
20150104,0
20150105,0
20150106,0
20150107,0
20150108,0
20150109,0
20150110,0
20150111,0
20150112,0
20150113,0
20150114,0
20150115,0
20150116,0
20150117,0
20150118,0
20150119,0
20150120,0
20150121,0.409
20150122,0
20150123,0
20150124,0
20150125,0
20150126,0
20150127,0
20150128,0
20150129,0
20150130,0
20150131,0
20150201,0
20150202,0
20150203,0
20150204,0
20150205,0
20150206,0
20150207,0
20150208,0
20150209,0
20150210,0
20150211,0
20150212,0
20150213,0
20150214,0
20150215,0
20150216,0
20150217,0
20150218,0
20150219,0.452
20150220,1.03
20150221,0.00175
20150222,0
20150223,0
20150224,0
20150225,0
20150226,0
20150227,0
20150228,0
20150301,0
20150302,0.283
20150303,0.193
20150304,1.94
20150305,0.118
20150306,0.155
20150307,1.29
20150308,2.38
20150309,0.789
20150310,0.556
20150311,0.494
20150312,0.442
20150313,0.39
20150314,0.393
20150315,1.3
20150316,2.43
20150317,0.821
20150318,0.753
20150319,0.958
20150320,0.755
20150321,0.52
20150322,0.899
20150323,0.941
20150324,1.08
20150325,0.891
20150326,0.994
20150327,0.991
20150328,1.05
20150329,1.3
20150330,1.23
20150331,0.46
20150401,1.18
20150402,1.47
20150403,0.524
20150404,0.951
20150405,2.03
20150406,0.674
20150407,0.808
20150408,0.605
20150409,0.779
20150410,2.14
20150411,0.799
20150412,1.36
20150413,1.6
20150414,1.98
20150415,1.87
20150416,1.17
20150417,1.23
20150418,3.56
20150419,3.23
20150420,2.8
20150421,0.776
20150422,0.842
20150423,3.64
20150424,1.4
20150425,2.26
20150426,2.08
20150427,0.803
20150428,3.87
20150429,1.74
20150430,2.04
20150501,2.4
20150502,3.65
20150503,1.59
20150504,1.61
20150505,0.374
20150506,1.64
20150507,1.13
20150508,0.555
20150509,2.03
20150510,4
20150511,4.17
20150512,2.86
20150513,1.92
20150514,2.45
20150515,1.49
20150516,1.01
20150517,1.98
20150518,1.55
20150519,2.37
20150520,1.53
20150521,1.31
20150522,3.12
20150523,3.76
20150524,3.16
20150525,1.22
20150526,4.38
20150527,2.96
20150528,1.32
20150529,4.34
20150530,2.62
20150531,4.74
20150601,0.704
20150602,2.08
20150603,0.145
20150604,1.59
20150605,2.46
20150606,1.25
20150607,0.862
20150608,0.628
20150609,0.167
20150610,0.645
20150611,1.53
20150612,0.61
20150613,2.11
20150614,0.99
20150615,1.88
20150616,1.45
20150617,1.67
20150618,1.27
20150619,0.731
20150620,0.791
20150621,1.07
20150622,1.73
20150623,1.45
20150624,0.903
20150625,0.413
20150626,0.228
20150627,0.153
20150628,0.92
20150629,1.26
20150630,1.55
20150701,0.223
20150702,1.82
20150703,0.186
20150704,0.786
20150705,0.0711
20150706,0.795
20150707,1.42
20150708,0.115
20150709,0.296
20150710,0.0221
20150711,0.811
20150712,1.86
20150713,2.27
20150714,0.848
20150715,2.37
20150716,1.28
20150717,1.33
20150718,1.68
20150719,1.64
20150720,0.8
20150721,0.302
20150722,1.74
20150723,1.61
20150724,0.909
20150725,1.57
20150726,1.87
20150727,1.68
20150728,0.109
20150729,1.12
20150730,0.342
20150731,0.733
20150801,0.97
20150802,1.03
20150803,1.52
20150804,0.542
20150805,0.868
20150806,0.717
20150807,0.455
20150808,0.373
20150809,0.148
20150810,0.927
20150811,0.714
20150812,0.502
20150813,0
20150814,0.305
20150815,1.01
20150816,0.554
20150817,0
20150818,0.0266
20150819,0.371
20150820,1.18
20150821,1.18
20150822,0.693
20150823,0.121
20150824,0.399
20150825,0.624
20150826,0.122
20150827,0.506
20150828,0.695
20150829,0.944
20150830,0.712
20150831,0.132
20150901,0.56
20150902,0.0818
20150903,0.587
20150904,0.205
20150905,0.784
20150906,1.06
20150907,0.637
20150908,0.556
20150909,1.04
20150910,0.709
20150911,0.788
20150912,0.723
20150913,1.49
20150914,0.107
20150915,0.614
20150916,1.09
20150917,1.32
20150918,0.19
20150919,2.09
20150920,0.0246
20150921,0.871
20150922,0.0617
20150923,0.139
20150924,0.299
20150925,1.01
20150926,1.05
20150927,0.117
20150928,1.26
20150929,1.42
20150930,0.846
20151001,1.43
20151002,0.904
20151003,1.36
20151004,0.869
20151005,1.17
20151006,1.78
20151007,1.72
20151008,1.01
20151009,1.21
20151010,0.954
20151011,1.55
20151012,0.982
20151013,0.762
20151014,0.188
20151015,0.205
20151016,0.203
20151017,0.203
20151018,0
20151019,0
20151020,0
20151021,0
20151022,0
20151023,0
20151024,0
20151025,0
20151026,0
20151027,0
20151028,1.41
20151029,1.32
20151030,1.44
20151031,1.43
20151101,1.27
20151102,0.381
20151103,0.983
20151104,0.812
20151105,1.28
20151106,1.37
20151107,0.433
20151108,0.226
20151109,0.0815
20151110,1.98
20151111,1.25
20151112,1.05
20151113,1.11
20151114,0.777
20151115,0.177
20151116,1.62
20151117,0.208
20151118,0.247
20151119,1.37
20151120,1.26
20151121,1.55
20151122,0.127
20151123,1.38
20151124,2.3
20151125,0.0621
20151126,0.197
20151127,0.174
20151128,0.1
20151129,0
20151130,1.5
20151201,1.33
20151202,0.116
20151203,0.45
20151204,0.0835
20151205,0.165
20151206,0
20151207,0
20151208,0
20151209,0
20151210,0
20151211,0
20151212,0
20151213,0
20151214,0
20151215,1.64
20151216,0.163
20151217,0
20151218,0
20151219,0
20151220,0
20151221,0
20151222,0
20151223,0
20151224,0
20151225,0
20151226,0
20151227,0
20151228,0
20151229,0
20151230,0
20151231,0
20160101,0
20160102,0
20160103,0
20160104,0
20160105,0
20160106,0
20160107,0
20160108,0
20160109,0
20160110,0
20160111,0
20160112,0
20160113,0
20160114,0
20160115,0
20160116,0
20160117,0
20160118,0
20160119,0
20160120,1.39
20160121,0.411
20160122,0.0129
20160123,0
20160124,0
20160125,0
20160126,0
20160127,0
20160128,0
20160129,0
20160130,0
20160131,0
20160201,0
20160202,0
20160203,0
20160204,0
