Date,Simulated Outflow
20110923,88
20110924,79
20110925,79
20110926,79
20110927,79
20110928,79
20110929,70
20110930,70
20111001,70
20111002,70
20111003,70
20111004,70
20111005,70
20111006,70
20111007,76
20111008,76
20111009,76
20111010,76
20111011,76
20111012,76
20111013,76
20111014,69
20111015,69
20111016,64
20111017,64
20111018,64
20111019,76
20111020,76
20111021,73
20111022,67
20111023,70
20111024,67
20111025,69
20111026,67
20111027,67
20111028,245.8
20111029,137.5
20111030,132.3
20111031,101.6
20111101,103.3
20111102,135.1
20111103,178.8
20111104,264.3
20111105,108.7
20111106,129.3
20111107,267.2
20111108,151
20111109,134.3
20111110,102.1
20111111,99.49
20111112,98.34
20111113,97.28
20111114,96.31
20111115,95.12
20111116,94.05
20111117,93.33
20111118,92.71
20111119,83.87
20111120,89.84
20111121,88.78
20111122,90.13
20111123,89.21
20111124,81.8
20111125,78.36
20111126,76.2
20111127,85.01
20111128,83.27
20111129,101.3
20111130,101.1
20111201,64.41
20111202,69.98
20111203,75.51
20111204,73.89
20111205,72.93
20111206,85.41
20111207,70.2
20111208,61.39
20111209,67.97
20111210,66.58
20111211,65.33
20111212,76.18
20111213,54.09
20111214,58.95
20111215,60.32
20111216,59.19
20111217,58
20111218,47.96
20111219,44.64
20111220,54.42
20111221,53.01
20111222,108.2
20111223,1
20111224,42.88
20111225,48.87
20111226,47.73
20111227,46.3
20111228,45.59
20111229,44.5
20111230,43.19
20111231,44.52
20120101,41.44
20120102,61.04
20120103,39.29
20120104,38.44
20120105,37.16
20120106,36.29
20120107,35.6
20120108,35.9
20120109,36.85
20120110,32.88
20120111,31.8
20120112,31.04
20120113,30.35
20120114,29.87
20120115,28.65
20120116,27.95
20120117,27.45
20120118,26.36
20120119,24
20120120,24.88
20120121,24.11
20120122,24
20120123,24
20120124,24
20120125,24
20120126,24
20120127,24
20120128,24
20120129,22
20120130,24
20120131,14
20120201,14
20120202,14
20120203,9
20120204,8
20120205,10
20120206,11
20120207,11
20120208,11
20120209,11
20120210,11
20120211,11
20120212,11
20120213,11
20120214,11
20120215,11
20120216,11
20120217,11
20120218,11
20120219,11
20120220,11
20120221,11
20120222,11
20120223,11
20120224,11
20120225,11
20120226,12
20120227,15
20120228,15
20120229,15
20120301,15
20120302,15
20120303,15
20120304,15
20120305,15
20120306,15
20120307,15
20120308,15
20120309,0
20120310,0
20120311,0
20120312,0
20120313,0
20120314,0
20120315,0
20120316,486
20120317,371
20120318,113
20120319,96
20120320,96
20120321,87
20120322,87
20120323,87
20120324,87
20120325,86
20120326,81
20120327,81
20120328,81
20120329,81
20120330,81
20120331,81
20120401,81
20120402,81
20120403,81
20120404,81
20120405,194
20120406,194
20120407,194
20120408,194
20120409,223
20120410,227
20120411,227
20120412,222
20120413,222
20120414,222
20120415,295
20120416,322
20120417,337
20120418,362
20120419,365
20120420,356
20120421,324
20120422,324
20120423,71
20120424,2.042
20120425,53.47
20120426,10.98
20120427,5.582
20120428,4.332
20120429,3.512
20120430,3.407
20120501,3.326
20120502,3.217
20120503,3.114
20120504,136
20120505,27.12
20120506,9.316
20120507,5.065
20120508,3.726
20120509,3.257
20120510,2.903
20120511,2.767
20120512,59
20120513,50
20120514,50
20120515,16.51
20120516,3.157
20120517,3.144
20120518,2.51
20120519,2.435
20120520,2.405
20120521,2.32
20120522,2.717
20120523,2.161
20120524,2.214
20120525,2.498
20120526,2.101
20120527,1.951
20120528,1.684
20120529,1.853
20120530,2.206
20120531,2.112
20120601,1.669
20120602,2.205
20120603,2.245
20120604,8.445
20120605,4
20120606,1
20120607,1
20120608,2
20120609,17
20120610,57
20120611,58
20120612,58
20120613,58
20120614,55
20120615,55
20120616,55
20120617,55
20120618,52
20120619,52
20120620,52
20120621,52
20120622,50
20120623,48
20120624,48
20120625,48
20120626,48
20120627,48
20120628,46
20120629,382.4
20120630,277.4
20120701,120.4
20120702,171.4
20120703,172.2
20120704,96.12
20120705,98.19
20120706,82.44
20120707,97.04
20120708,185.5
20120709,103.2
20120710,236.4
20120711,155.7
20120712,125.6
20120713,101.3
20120714,94.49
20120715,100.6
20120716,95.02
20120717,104.5
20120718,100.4
20120719,101.1
20120720,99.67
20120721,149.7
20120722,145.1
20120723,110.7
20120724,105.7
20120725,120.3
20120726,225.5
20120727,169.8
20120728,120.9
20120729,111.1
20120730,106.8
20120731,109.3
20120801,106.3
20120802,105.3
20120803,93.3
20120804,119.6
20120805,104.9
20120806,124.7
20120807,342
20120808,230.8
20120809,162.9
20120810,143.3
20120811,226.6
20120812,199.1
20120813,128.7
20120814,113.6
20120815,109.9
20120816,110.3
20120817,125.2
20120818,129.7
20120819,121.7
20120820,108
20120821,106.5
20120822,105.9
20120823,104.8
20120824,114.5
20120825,173.3
20120826,143.9
20120827,116.9
20120828,420.7
20120829,294.2
20120830,411.4
20120831,325.8
20120901,329.2
20120902,384.4
20120903,882
20120904,1032
20120905,897
20120906,169
20120907,56
20120908,56
20120909,32
20120910,174
20120911,1405
20120912,990
20120913,733
20120914,1122
20120915,903
20120916,492
20120917,308
20120918,331.4
20120919,116.3
20120920,115.5
20120921,114.4
20120922,113.5
20120923,112.4
20120924,111.4
20120925,110.2
20120926,109
20120927,107.9
20120928,117.5
20120929,107.8
20120930,105.3
20121001,173.6
20121002,116.4
20121003,105.9
20121004,102
20121005,100.3
20121006,98.66
20121007,97
20121008,96.12
20121009,189.4
20121010,112.9
20121011,98.07
20121012,94
20121013,92.02
20121014,90.34
20121015,314.9
20121016,133.5
20121017,99.99
20121018,90.72
20121019,87.22
20121020,85.99
20121021,89.4
20121022,84.73
20121023,90.94
20121024,83.43
20121025,81.54
20121026,80.32
20121027,119
20121028,117
20121029,103
20121030,95
20121031,95
20121101,95
20121102,95
20121103,95
20121104,88
20121105,81
20121106,81
20121107,81
20121108,81
20121109,81
20121110,81
20121111,75
20121112,75
20121113,78
20121114,78
20121115,78
20121116,78
20121117,70
20121118,72
20121119,72
20121120,65
20121121,45
20121122,39
20121123,45
20121124,54
20121125,54
20121126,54
20121127,54
20121128,51
20121129,177
20121130,220
20121201,72
20121202,78
20121203,66
20121204,66
20121205,66
20121206,66
20121207,66
20121208,66
20121209,66
20121210,64
20121211,64
20121212,64
20121213,64
20121214,64
20121215,64
20121216,64
20121217,64
20121218,64
20121219,64
20121220,64
20121221,64
20121222,64
20121223,64
20121224,64
20121225,60
20121226,60
20121227,41.36
20121228,36.51
20121229,35.62
20121230,35.31
20121231,34.23
20130101,33.31
20130102,32.59
20130103,31.83
20130104,31.12
20130105,30.39
20130106,29.76
20130107,28.85
20130108,28.36
20130109,27.71
20130110,26.95
20130111,26.38
20130112,25.72
20130113,25.1
20130114,24.44
20130115,23.93
20130116,23.33
20130117,22.55
20130118,20.35
20130119,19.07
20130120,18.6
20130121,17.63
20130122,16.46
20130123,14.55
20130124,12.81
20130125,11.54
20130126,10.64
20130127,8.918
20130128,6.936
20130129,6.495
20130130,6.09
20130131,5.238
20130201,5.192
20130202,4.885
20130203,4.824
20130204,4.336
20130205,3.754
20130206,4.017
20130207,4.097
20130208,4.084
20130209,3.637
20130210,4.082
20130211,3.708
20130212,3.469
20130213,3.382
20130214,3.136
20130215,2.513
20130216,2.966
20130217,3.079
20130218,2.88
20130219,2.938
20130220,3.397
20130221,3.051
20130222,3.14
20130223,1
20130224,1
20130225,1
20130226,1
20130227,1
20130228,1
20130301,1
20130302,1
20130303,1
20130304,1
20130305,1
20130306,1
20130307,1
20130308,1
20130309,1
20130310,1
20130311,1
20130312,1
20130313,1
20130314,1
20130315,1
20130316,1
20130317,1
20130318,1
20130319,1
20130320,1
20130321,1
20130322,1
20130323,1
20130324,1
20130325,1
20130326,1
20130327,1
20130328,1
20130329,1
20130330,1
20130331,1
20130401,1
20130402,1
20130403,1
20130404,1
20130405,1
20130406,1
20130407,1
20130408,1
20130409,1
20130410,1
20130411,1
20130412,1
20130413,1
20130414,1
20130415,1
20130416,1
20130417,1
20130418,1
20130419,1
20130420,1
20130421,1
20130422,1
20130423,1
20130424,1
20130425,1
20130426,1
20130427,1
20130428,1
20130429,1
20130430,1
20130501,1
20130502,12
20130503,16
20130504,16
20130505,16
20130506,16
20130507,19
20130508,21
20130509,21
20130510,21
20130511,21
20130512,21
20130513,21
20130514,21
20130515,21
20130516,21
20130517,21
20130518,21
20130519,21
20130520,21
20130521,21
20130522,21
20130523,21
20130524,22
20130525,22
20130526,22
20130527,22
20130528,22
20130529,22
20130530,22
20130531,22
20130601,22
20130602,27
20130603,27
20130604,27
20130605,24
20130606,22
20130607,22
20130608,24
20130609,24
20130610,34
20130611,42
20130612,42
20130613,42
20130614,26
20130615,26
20130616,27
20130617,27
20130618,27
20130619,27
20130620,26
20130621,26
20130622,26
20130623,26
20130624,28
20130625,28
20130626,28
20130627,28
20130628,28
20130629,28
20130630,28
20130701,28
20130702,28
20130703,28
20130704,26
20130705,26
20130706,26
20130707,26
20130708,26
20130709,26
20130710,26
20130711,26
20130712,26
20130713,26
20130714,26
20130715,26
20130716,26
20130717,21
20130718,26
20130719,26
20130720,26
20130721,27
20130722,0
20130723,28
20130724,28
20130725,28
20130726,28
20130727,28
20130728,28
20130729,28
20130730,28
20130731,28
20130801,28
20130802,610.6
20130803,367.3
20130804,193.6
20130805,142.6
20130806,126
20130807,122.5
20130808,135.3
20130809,123
20130810,121.8
20130811,114.3
20130812,140.8
20130813,130
20130814,122.6
20130815,120.8
20130816,121.1
20130817,122.5
20130818,120.7
20130819,119.9
20130820,118.1
20130821,119.1
20130822,117.6
20130823,115.6
20130824,114.2
20130825,117.9
20130826,117.8
20130827,114.6
20130828,170.4
20130829,135.1
20130830,140
20130831,141
20130901,141
20130902,119
20130903,153.3
20130904,141
20130905,242
20130906,70
20130907,67
20130908,52
20130909,369.8
20130910,163.8
20130911,116.1
20130912,103.7
20130913,132.5
20130914,106.9
20130915,99.71
20130916,97.97
20130917,97.2
20130918,124.9
20130919,151.9
20130920,137.8
20130921,194.5
20130922,271
20130923,325
20130924,498
20130925,529
20130926,208
20130927,789
20130928,951
20130929,33
20130930,33
20131001,33
20131002,50
20131003,56
20131004,56
20131005,56
20131006,368
20131007,335
20131008,437
20131009,884
20131010,930
20131011,765
20131012,623
20131013,694
20131014,632.8
20131015,72.42
20131016,72.72
20131017,559
20131018,171.4
20131019,97.29
20131020,384.8
20131021,134.8
20131022,88.15
20131023,234.5
20131024,109.8
20131025,81.46
20131026,74.62
20131027,72.15
20131028,70.97
20131029,70.18
20131030,69.56
20131031,69.23
20131101,68.74
20131102,67.67
20131103,67.24
20131104,66.41
20131105,65.62
20131106,64.86
20131107,64.04
20131108,62.84
20131109,61.92
20131110,60.97
20131111,60.07
20131112,59.16
20131113,58.43
20131114,57.2
20131115,56.3
20131116,55.34
20131117,65.78
20131118,56.15
20131119,85.83
20131120,59.12
20131121,54.38
20131122,52.78
20131123,51.44
20131124,50.86
20131125,50.1
20131126,49.28
20131127,48.46
20131128,47.49
20131129,46.96
20131130,46.3
20131201,45.28
20131202,44.68
20131203,43.96
20131204,43.19
20131205,42.18
20131206,41.34
20131207,40.58
20131208,39.81
20131209,39.26
20131210,38.27
20131211,37.44
20131212,36.72
20131213,36.16
20131214,35.08
20131215,34.49
20131216,33.77
20131217,32.96
20131218,32.33
20131219,31.6
20131220,30.94
20131221,30.18
20131222,29.54
20131223,28.86
20131224,28.24
20131225,27.54
20131226,26.95
20131227,26.22
20131228,25.69
20131229,25.14
20131230,24.52
20131231,23.99
20140101,23.39
20140102,22.71
20140103,21.84
20140104,21.36
20140105,20.84
20140106,19.9
20140107,18.87
20140108,17.05
20140109,16.86
20140110,15.51
20140111,13.19
20140112,10.83
20140113,9.55
20140114,6.38
20140115,5.117
20140116,5.314
20140117,5.485
20140118,5.565
20140119,5.535
20140120,4.628
20140121,4.377
20140122,4.517
20140123,4.41
20140124,4.191
20140125,4.023
20140126,3.926
20140127,4.048
20140128,3.592
20140129,3.719
20140130,3.376
20140131,3.282
20140201,2.92
20140202,2.766
20140203,2.436
20140204,2.454
20140205,2.477
20140206,1.749
20140207,1.553
20140208,1.575
20140209,1.729
20140210,1.811
20140211,1.734
20140212,1.384
20140213,1.498
20140214,1.363
20140215,1.468
20140216,1.426
20140217,1.267
20140218,1.341
20140219,1.201
20140220,1.085
20140221,1.218
20140222,1.565
20140223,1.146
20140224,1.477
20140225,1.186
20140226,1
20140227,1
20140228,1
20140301,1
20140302,1
20140303,1
20140304,1
20140305,1
20140306,1
20140307,1
20140308,1
20140309,1
20140310,53
20140311,1
20140312,1
20140313,1
20140314,1
20140315,1
20140316,1
20140317,1
20140318,1
20140319,1
20140320,1
20140321,1
20140322,1
20140323,1
20140324,1
20140325,1
20140326,1
20140327,1
20140328,1
20140329,1
20140330,1
20140331,1
20140401,1
20140402,1
20140403,1
20140404,1
20140405,1
20140406,1
20140407,1
20140408,1
20140409,1
20140410,1
20140411,1
20140412,1
20140413,1
20140414,1
20140415,1
20140416,1
20140417,1
20140418,1
20140419,1
20140420,1
20140421,1
20140422,1
20140423,1
20140424,1
20140425,4
20140426,15
20140427,23
20140428,15
20140429,1
20140430,2
20140501,6
20140502,11
20140503,16
20140504,36
20140505,49
20140506,43
20140507,30
20140508,26
20140509,26
20140510,26
20140511,26
20140512,26
20140513,25
20140514,21
20140515,8
20140516,7
20140517,16
20140518,27
20140519,28
20140520,28
20140521,28
20140522,28
20140523,28
20140524,8
20140525,8
20140526,8
20140527,8
20140528,8
20140529,8
20140530,8
20140531,8
20140601,8
20140602,8
20140603,15
20140604,22
20140605,22
20140606,25
20140607,29
20140608,29
20140609,29
20140610,29
20140611,29
20140612,26
20140613,26
20140614,26
20140615,26
20140616,18
20140617,11
20140618,12
20140619,12
20140620,12
20140621,12
20140622,12
20140623,12
20140624,12
20140625,14
20140626,28
20140627,32
20140628,32
20140629,32
20140630,32
20140701,29
20140702,17
20140703,15
20140704,15
20140705,15
20140706,15
20140707,15
20140708,15
20140709,29
20140710,29
20140711,29
20140712,29
20140713,29
20140714,29
20140715,29
20140716,29
20140717,29
20140718,29
20140719,29
20140720,29
20140721,29
20140722,29
20140723,29
20140724,29
20140725,29
20140726,29
20140727,38
20140728,38
20140729,38
20140730,38
20140731,38
20140801,38
20140802,38
20140803,38
20140804,38
20140805,38
20140806,38
20140807,38
20140808,97.48
20140809,116.2
20140810,100.8
20140811,98.9
20140812,258.9
20140813,128
20140814,107.2
20140815,103.3
20140816,80.58
20140817,97.15
20140818,102.3
20140819,310.6
20140820,139.2
20140821,112.5
20140822,130.7
20140823,401.5
20140824,178.1
20140825,123.5
20140826,110.3
20140827,106.2
20140828,106.7
20140829,107.2
20140830,207.8
20140831,364.2
20140901,335.2
20140902,319.7
20140903,542
20140904,262
20140905,293
20140906,525
20140907,300
20140908,165
20140909,130
20140910,105
20140911,0
20140912,84
20140913,70
20140914,70
20140915,70
20140916,88
20140917,113
20140918,100
20140919,138
20140920,141
20140921,104
20140922,84
20140923,84
20140924,112
20140925,383
20140926,566
20140927,566
20140928,344
20140929,161
20140930,179
20141001,198
20141002,192
20141003,184
20141004,178
20141005,169
20141006,186
20141007,147
20141008,107
20141009,107
20141010,82
20141011,80
20141012,75
20141013,75
20141014,69
20141015,69
20141016,69
20141017,69
20141018,69
20141019,69
20141020,123
20141021,142
20141022,151
20141023,138
20141024,137
20141025,137
20141026,124
20141027,136
20141028,137
20141029,134
20141030,165
20141031,179
20141101,171
20141102,139
20141103,101
20141104,97
20141105,94
20141106,94
20141107,69
20141108,63
20141109,61
20141110,60
20141111,60
20141112,60
20141113,58
20141114,58
20141115,56
20141116,55
20141117,55
20141118,55
20141119,55
20141120,55
20141121,55
20141122,55
20141123,58
20141124,66
20141125,66
20141126,110
20141127,160
20141128,160
20141129,160
20141130,160
20141201,112
20141202,124
20141203,143
20141204,128
20141205,128
20141206,63
20141207,62
20141208,58
20141209,58
20141210,58
20141211,58
20141212,58
20141213,58
20141214,42
20141215,38
20141216,38
20141217,50
20141218,52
20141219,52
20141220,52
20141221,52
20141222,52
20141223,52
20141224,52
20141225,52
20141226,52
20141227,52
20141228,52
20141229,49
20141230,49
20141231,49
20150101,49
20150102,49
20150103,49
20150104,49
20150105,49
20150106,49
20150107,49
20150108,49
20150109,49
20150110,49
20150111,49
20150112,41
20150113,35
20150114,29
20150115,29
20150116,28
20150117,29
20150118,29
20150119,29
20150120,29
20150121,29
20150122,29
20150123,35
20150124,48
20150125,48
20150126,49
20150127,35
20150128,35
20150129,35
20150130,35
20150131,35
20150201,48
20150202,49
20150203,49
20150204,62
20150205,72
20150206,62
20150207,55
20150208,55
20150209,55
20150210,55
20150211,49
20150212,37
20150213,35
20150214,35
20150215,33
20150216,17
20150217,25
20150218,33
20150219,33
20150220,25
20150221,25
20150222,25
20150223,25
20150224,25
20150225,25
20150226,25
20150227,25
20150228,25
20150301,25
20150302,25
20150303,25
20150304,5
20150305,5
20150306,5
20150307,5
20150308,5
20150309,5
20150310,5
20150311,5
20150312,5
20150313,5
20150314,5
20150315,5
20150316,5
20150317,5
20150318,5
20150319,12
20150320,14
20150321,14
20150322,14
20150323,14
20150324,14
20150325,1
20150326,1
20150327,1
20150328,1
20150329,1
20150330,1
20150331,1
20150401,1
20150402,1
20150403,1
20150404,1
20150405,1
20150406,1
20150407,1
20150408,10
20150409,14
20150410,14
20150411,14
20150412,14
20150413,14
20150414,14
20150415,7
20150416,5
20150417,5
20150418,5
20150419,5
20150420,5
20150421,5
20150422,5
20150423,5
20150424,5
20150425,5
20150426,5
20150427,5
20150428,14
20150429,14
20150430,26
20150501,26
20150502,28
20150503,40
20150504,42
20150505,35
20150506,28
20150507,28
20150508,28
20150509,28
20150510,28
20150511,28
20150512,28
20150513,28
20150514,28
20150515,28
20150516,28
20150517,21
20150518,16
20150519,16
20150520,16
20150521,16
20150522,16
20150523,16
20150524,16
20150525,16
20150526,16
20150527,16
20150528,16
20150529,16
20150530,16
20150531,16
20150601,16
20150602,16
20150603,16
20150604,16
20150605,16
20150606,16
20150607,15
20150608,14
20150609,14
20150610,15
20150611,16
20150612,16
20150613,16
20150614,16
20150615,27
20150616,16
20150617,11
20150618,29
20150619,42
20150620,30
20150621,28
20150622,28
20150623,203.5
20150624,383.1
20150625,301.1
20150626,496.7
20150627,478.7
20150628,173
20150629,92.44
20150630,92.83
20150701,72.41
20150702,65.69
20150703,71.28
20150704,69.86
20150705,70.5
20150706,70.84
20150707,68.61
20150708,79.88
20150709,76.11
20150710,74.73
20150711,78.33
20150712,74.12
20150713,77.6
20150714,73.95
20150715,73.64
20150716,72.39
20150717,100.3
20150718,151.5
20150719,175.5
20150720,119.1
20150721,86.58
20150722,80.43
20150723,232.1
20150724,162.3
20150725,95.96
20150726,85.86
20150727,81.48
20150728,82.05
20150729,77.71
20150730,64.84
20150731,75.52
20150801,76.6
20150802,77.91
20150803,76.74
20150804,71.81
20150805,80.83
20150806,103
20150807,84.19
20150808,81.86
20150809,82.03
20150810,72.97
20150811,97.45
20150812,83.4
20150813,80.69
20150814,70.16
20150815,81.16
20150816,76.8
20150817,140.8
20150818,124.5
20150819,148.4
20150820,89.14
20150821,79.6
20150822,153.9
20150823,162.4
20150824,136.8
20150825,91.64
20150826,82.56
20150827,80.85
20150828,80.31
20150829,77.17
20150830,76.53
20150831,76.23
20150901,75.93
20150902,75.47
20150903,100.3
20150904,76.94
20150905,142.2
20150906,100.1
20150907,88.42
20150908,237.5
20150909,115
20150910,84.66
20150911,78.97
20150912,74.91
20150913,73.96
20150914,93.43
20150915,99
20150916,99
20150917,99
20150918,99
20150919,99
20150920,99
20150921,99
20150922,99
20150923,99
20150924,99
20150925,212
20150926,107.1
20150927,87.86
20150928,177.9
20150929,198.8
20150930,109.5
20151001,85.17
20151002,80.15
20151003,96.8
20151004,86
20151005,97
20151006,263.7
20151007,113.8
20151008,88.43
20151009,86
20151010,86
20151011,86
20151012,189.2
20151013,105.3
20151014,109
20151015,109
20151016,109
20151017,109
20151018,109
20151019,123
20151020,130
20151021,123
20151022,123
20151023,123
20151024,137
20151025,137
20151026,137
20151027,159
20151028,165
20151029,165
20151030,154
20151031,151
20151101,123
20151102,123
20151103,123
20151104,123
20151105,123
20151106,123
20151107,110
20151108,109
20151109,58
20151110,58
20151111,58
20151112,32
20151113,29
20151114,29
20151115,54
20151116,127
20151117,170
20151118,156
20151119,135
20151120,128
20151121,118
20151122,114
20151123,114
20151124,114
20151125,114
20151126,88
20151127,72
20151128,66
20151129,33
20151130,15
20151201,15
20151202,15
20151203,15
20151204,15
20151205,15
20151206,15
20151207,15
20151208,15
20151209,15
20151210,15
20151211,15
20151212,50
20151213,114
20151214,114
20151215,114
20151216,114
20151217,133
20151218,143
20151219,74
20151220,24
20151221,15
20151222,15
20151223,14
20151224,14
20151225,14
20151226,14
20151227,8
20151228,8
20151229,8
20151230,8
20151231,9
20160101,31
20160102,66
20160103,66
20160104,66
20160105,60
20160106,60
20160107,35
20160108,8
20160109,8
20160110,8
20160111,8
20160112,8
20160113,8
20160114,8
20160115,13
20160116,17
20160117,16
20160118,36
20160119,62
20160120,62
20160121,62
20160122,62
20160123,35
20160124,8
20160125,8
20160126,8
20160127,8
20160128,8
20160129,8
20160130,12
20160131,14
20160201,14
20160202,14
20160203,21
20160204,21
20160205,15
20160206,14
20160207,14
20160208,12
20160209,8
20160210,8
20160211,8
20160212,8
20160213,12
20160214,14
20160215,14
20160216,16
20160217,16
20160218,16
20160219,16
20160220,16
20160221,16
20160222,16
20160223,15
20160224,14
20160225,14
20160226,14
20160227,14
20160228,14
20160229,14
20160301,14
20160302,14
20160303,14
20160304,14
20160305,14
20160306,14
20160307,14
20160308,14
20160309,14
20160310,14
20160311,14
20160312,14
20160313,14
20160314,14
20160315,14
20160316,14
20160317,14
20160318,14
20160319,14
20160320,14
20160321,14
20160322,14
20160323,14
20160324,14
20160325,14
20160326,14
20160327,14
20160328,14
20160329,14
20160330,14
20160331,14
20160401,14
20160402,2
20160403,14
20160404,14
20160405,14
20160406,14
20160407,14
20160408,14
20160409,14
20160410,14
20160411,14
20160412,14
20160413,19
20160414,19
20160415,19
20160416,19
20160417,19
20160418,19
20160419,19
20160420,19
20160421,19
20160422,14
20160423,14
20160424,14
20160425,14
20160426,14
20160427,19
20160428,19
20160429,19
20160430,19
20160501,19
20160502,19
20160503,19
20160504,19
20160505,19
20160506,19
20160507,22
20160508,22
20160509,22
20160510,22
20160511,22
20160512,22
20160513,22
20160514,22
20160515,0
20160516,2
20160517,2
20160518,2
20160519,2
20160520,2
20160521,2
20160522,2
20160523,2
20160524,2
20160525,2
20160526,2
20160527,2
20160528,2
20160529,2
20160530,2
20160531,2
20160601,2
20160602,2
20160603,2
20160604,2
20160605,2
20160606,2
20160607,2
20160608,2
20160609,2
20160610,2
20160611,2
20160612,2
20160613,2
20160614,2
20160615,2
20160616,2
20160617,2
20160618,2
20160619,2
20160620,2
20160621,2
20160622,2
20160623,2
20160624,2
20160625,2
20160626,2
20160627,2
20160628,2
20160629,2
20160630,1
20160701,1
20160702,1
20160703,1
20160704,1
20160705,1
20160706,1
20160707,1
20160708,1
20160709,1
20160710,164.5
20160711,138.4
20160712,70.33
20160713,72.25
20160714,56.73
20160715,62.53
20160716,66.46
20160717,58.05
20160718,58.69
20160719,103.1
20160720,64.78
20160721,71.64
20160722,75.7
20160723,138.1
20160724,80.74
20160725,77.94
20160726,68.38
20160727,77.99
20160728,70.98
20160729,170.4
20160730,130.5
20160731,88.01
20160801,76.77
20160802,75.65
20160803,76.03
20160804,75.5
20160805,100.9
20160806,141.7
20160807,113.2
20160808,91.77
20160809,83.25
20160810,80.5
20160811,79.46
20160812,79.59
20160813,104
20160814,111.9
20160815,88.85
20160816,97.62
20160817,85.39
20160818,154.9
20160819,96.99
20160820,85.73
20160821,83.19
20160822,82.75
20160823,81.77
20160824,83.91
20160825,81.2
20160826,80.71
20160827,79.7
20160828,83.42
20160829,80.22
20160830,79.17
20160831,113.8
20160901,85.29
20160902,78.23
20160903,77.28
20160904,77.06
20160905,74.17
20160906,101
20160907,130.4
20160908,74
20160909,56
20160910,59.39
20160911,73.31
20160912,67.94
20160913,69.08
20160914,69.76
20160915,67.3
20160916,69.29
20160917,67.45
20160918,65.11
20160919,63.44
20160920,62.33
20160921,62.1
20160922,86.7
20160923,64.9
20160924,65.68
20160925,66.05
20160926,61.17
