Date,Rainfall
20110616,5.096170023
20110617,13.56783283
20110618,29.48887181
20110619,3.786204129
20110620,2.668560211
20110621,3.986611903
20110622,0
20110623,7.870985389
20110624,5.301087707
20110625,27.65895391
20110626,40.91882658
20110627,18.46446633
20110628,12.25129956
20110629,2.675130427
20110630,0.602599088
20110701,0.299400236
20110702,6.400090575
20110703,0.437584981
20110704,2.843124062
20110705,8.945902228
20110706,11.16952163
20110707,12.74564314
20110708,15.13820963
20110709,1.613199364
20110710,0.589548055
20110711,15.25158429
20110712,10.64230156
20110713,5.811629683
20110714,6.837000489
20110715,17.71176589
20110716,18.89094543
20110717,42.06907201
20110718,34.20927
20110719,22.32209098
20110720,9.4595204
20110721,6.128717601
20110722,12.8209883
20110723,23.83832586
20110724,10.24113834
20110725,11.16998088
20110726,11.67420322
20110727,6.344976813
20110728,2.410543263
20110729,5.341719508
20110730,27.20253158
20110731,17.27794015
20110801,4.745988488
20110802,5.874460399
20110803,19.2099514
20110804,20.31458795
20110805,17.76502776
20110806,30.40580988
20110807,30.30995369
20110808,19.60173714
20110809,8.930043459
20110810,9.98601985
20110811,13.13455388
20110812,4.731201977
20110813,14.8600266
20110814,2.57137249
20110815,1.243662596
20110816,4.678109467
20110817,2.05280453
20110818,20.73993301
20110819,4.837518901
20110820,6.93055664
20110821,15.19303632
20110822,0.474394068
20110823,5.051122546
20110824,1.503332235
20110825,2.674863547
20110826,4.730388194
20110827,6.209366381
20110828,4.152676642
20110829,6.524352565
20110830,19.37647212
20110831,21.12793803
20110901,49.14591551
20110902,36.74003828
20110903,31.01218915
20110904,11.02913594
20110905,6.798417807
20110906,3.392576545
20110907,7.279413104
20110908,6.031842366
20110909,3.78782934
20110910,12.47751471
20110911,14.31423914
20110912,4.116815329
20110913,24.83961976
20110914,19.06107517
20110915,8.61853525
20110916,14.47725487
20110917,0.644862048
20110918,0.528596386
20110919,3.606184959
20110920,4.861310445
20110921,7.005656838
20110922,0.626357146
20110923,0.412190881
20110924,0
20110925,0
20110926,0
20110927,0
20110928,0
20110929,0
20110930,0
20111001,1.2209813
20111002,4.490727425
20111003,0.276369471
20111004,0
20111005,0
20111006,0
20111007,0
20111008,0.464000568
20111009,3.004992008
20111010,13.29850531
20111011,20.15352726
20111012,1.233762294
20111013,11.83239603
20111014,0.162037682
20111015,20.90639436
20111016,2.272463679
20111017,0.160535842
20111018,1.221145213
20111019,1.70903334
20111020,2.286652982
20111021,1.415564373
20111022,8.443778567
20111023,0
20111024,24.38337755
20111025,7.447911501
20111026,6.638262033
20111027,1.128043309
20111028,22.69917774
20111029,0
20111030,8.750190973
20111031,0.726776093
20111101,0.359788753
20111102,10.723611
20111103,15.10642147
20111104,20.14293146
20111105,0.243500523
20111106,9.353185892
20111107,22.04063463
20111108,3.517927766
20111109,0
20111110,0
20111111,0
20111112,0
20111113,0
20111114,0
20111115,0
20111116,0
20111117,0
20111118,0
20111119,0
20111120,0
20111121,0
20111122,0
20111123,0
20111124,0
20111125,0
20111126,2.060258985
20111127,4.014933467
20111128,2.539572358
20111129,11.5845834
20111130,0.102140173
20111201,0
20111202,0
20111203,0
20111204,0
20111205,0
20111206,0
20111207,0
20111208,0
20111209,0
20111210,0
20111211,0
20111212,0
20111213,0
20111214,0
20111215,0
20111216,0
20111217,0
20111218,0
20111219,0
20111220,0
20111221,0
20111222,0
20111223,0
20111224,0
20111225,0
20111226,0
20111227,0
20111228,0
20111229,0
20111230,0
20111231,1.507905126
20120101,0
20120102,0
20120103,0
20120104,0
20120105,0
20120106,0
20120107,0
20120108,0
20120109,0
20120110,0
20120111,0
20120112,0
20120113,0
20120114,0
20120115,0
20120116,0
20120117,0
20120118,0
20120119,0
20120120,0
20120121,0
20120122,0
20120123,0
20120124,0
20120125,0
20120126,0
20120127,0
20120128,0
20120129,0
20120130,0
20120131,0
20120201,0
20120202,0
20120203,0
20120204,0
20120205,0
20120206,0
20120207,0
20120208,0
20120209,0
20120210,0
20120211,2.646831334
20120212,0
20120213,0
20120214,0
20120215,0
20120216,0
20120217,0
20120218,0
20120219,0
20120220,0
20120221,0
20120222,0
20120223,0
20120224,0
20120225,0
20120226,0
20120227,0
20120228,0
20120229,0
20120301,0
20120302,0
20120303,0
20120304,0
20120305,0
20120306,0
20120307,0
20120308,0
20120309,0
20120310,0
20120311,0
20120312,0
20120313,0
20120314,0.842800304
20120315,0
20120316,0
20120317,0.860220179
20120318,0
20120319,0
20120320,0
20120321,0
20120322,0
20120323,0
20120324,0
20120325,0
20120326,0
20120327,0
20120328,0
20120329,0.72787866
20120330,0
20120331,0
20120401,0
20120402,12.4118104
20120403,0
20120404,0.529366285
20120405,0.085530892
20120406,0
20120407,0
20120408,0
20120409,0
20120410,0
20120411,0
20120412,0
20120413,0
20120414,0
20120415,0
20120416,0.529366285
20120417,1.555939227
20120418,0
20120419,14.954597
20120420,0
20120421,7.85278213
20120422,1.323415667
20120423,0
20120424,4.911145687
20120425,25.45458364
20120426,6.046343923
20120427,6.314723134
20120428,4.151494503
20120429,0
20120430,0.397024721
20120501,0.125522554
20120502,0.46319548
20120503,3.771734595
20120504,26.99768066
20120505,0
20120506,0.04811113
20120507,0
20120508,0
20120509,0
20120510,0
20120511,0
20120512,28.14849854
20120513,0.584817171
20120514,0
20120515,0
20120516,0
20120517,1.57879284
20120518,0
20120519,0
20120520,0
20120521,0
20120522,4.092392862
20120523,0
20120524,0
20120525,0.397024721
20120526,0
20120527,0
20120528,0
20120529,0
20120530,0.459470846
20120531,0.132341571
20120601,0
20120602,3.190213114
20120603,0.450683463
20120604,11.75381088
20120605,48.53010845
20120606,41.66515732
20120607,59.9412756
20120608,18.24473143
20120609,3.342860699
20120610,12.92649674
20120611,8.764045715
20120612,23.74818039
20120613,21.37711668
20120614,11.20068574
20120615,23.57245684
20120616,21.86146784
20120617,27.96460915
20120618,80.79407692
20120619,50.56078815
20120620,51.38929367
20120621,27.9666791
20120622,12.88545775
20120623,7.957034707
20120624,4.102888048
20120625,18.42340565
20120626,1.665872425
20120627,6.617896199
20120628,52.2554121
20120629,38.10542154
20120630,15.40094423
20120701,2.685768604
20120702,15.19183367
20120703,14.302562
20120704,3.076030657
20120705,7.49773743
20120706,1.547374807
20120707,8.342792474
20120708,16.93469644
20120709,4.572936833
20120710,20.13535339
20120711,10.30941433
20120712,7.979090512
20120713,1.706571337
20120714,1.243662596
20120715,4.644561887
20120716,1.777511403
20120717,6.187139273
20120718,3.077588588
20120719,2.410131276
20120720,0.160535842
20120721,12.65896018
20120722,10.62889725
20120723,3.200726934
20120724,4.290615767
20120725,9.33920785
20120726,18.33592975
20120727,11.02014726
20120728,3.754018426
20120729,3.937803581
20120730,0.832907002
20120731,4.632268608
20120801,0.683839906
20120802,0.142996237
20120803,1.582601711
20120804,4.668714114
20120805,0.532621145
20120806,8.767646883
20120807,26.86181855
20120808,14.52197015
20120809,9.436873794
20120810,8.656326056
20120811,17.31910634
20120812,13.32232893
20120813,4.167075515
20120814,0.322431024
20120815,0.121123992
20120816,2.213727087
20120817,8.183420777
20120818,9.980465889
20120819,6.041698188
20120820,0
20120821,0
20120822,0
20120823,0
20120824,6.638348937
20120825,14.23740125
20120826,8.915795982
20120827,2.964581862
20120828,31.6435197
20120829,17.58465636
20120830,27.75209641
20120831,20.03175676
20120901,14.14670289
20120902,5.351974398
20120903,7.071160913
20120904,17.05794609
20120905,13.01926047
20120906,1.184699714
20120907,4.535547897
20120908,4.514860332
20120909,12.42475986
20120910,5.908270121
20120911,6.538280103
20120912,12.98536295
20120913,2.199834011
20120914,6.39289248
20120915,2.383927844
20120916,4.139380187
20120917,4.291627705
20120918,3.361897662
20120919,2.60247913
20120920,1.237668306
20120921,0
20120922,0
20120923,0
20120924,0
20120925,0
20120926,0
20120927,0.381304957
20120928,8.095648646
20120929,0.41189187
20120930,0.924875155
20121001,15.60351539
20121002,1.789831087
20121003,2.560729489
20121004,0
20121005,0.414554194
20121006,0
20121007,0
20121008,0.238164458
20121009,18.07598257
20121010,3.829046726
20121011,0
20121012,2.480671294
20121013,0.149138935
20121014,0.704600643
20121015,28.7222662
20121016,1.327581868
20121017,0.618475728
20121018,0
20121019,0
20121020,3.838142812
20121021,6.400402457
20121022,2.185219288
20121023,7.156121567
20121024,0
20121025,0
20121026,0
20121027,20.4039793
20121028,0
20121029,0
20121030,6.502969384
20121031,0.373071611
20121101,27.81732082
20121102,8.967738539
20121103,6.989603907
20121104,2.527842972
20121105,8.022894681
20121106,0
20121107,0
20121108,0
20121109,0
20121110,0
20121111,4.221513093
20121112,0.059839886
20121113,27.65090895
20121114,0
20121115,0
20121116,0
20121117,0
20121118,0
20121119,0
20121120,0
20121121,0
20121122,0
20121123,0
20121124,0
20121125,9.779838443
20121126,0
20121127,0
20121128,0
20121129,0
20121130,0
20121201,0
20121202,0
20121203,0
20121204,0.573327586
20121205,4.757001042
20121206,0
20121207,0
20121208,0
20121209,0
20121210,0
20121211,0
20121212,0
20121213,0
20121214,0
20121215,0
20121216,0
20121217,0
20121218,0
20121219,0
20121220,0
20121221,0
20121222,0
20121223,0
20121224,0
20121225,0
20121226,0
20121227,0
20121228,0
20121229,0
20121230,0.779228523
20121231,0
20130101,0
20130102,0
20130103,0
20130104,0
20130105,0
20130106,0
20130107,0
20130108,0
20130109,0
20130110,0
20130111,0
20130112,0
20130113,0
20130114,0
20130115,0
20130116,0
20130117,0
20130118,0
20130119,0
20130120,0
20130121,0
20130122,0
20130123,0
20130124,0
20130125,0
20130126,0
20130127,0
20130128,0
20130129,0
20130130,0
20130131,0
20130201,0
20130202,0
20130203,0
20130204,0
20130205,0
20130206,0
20130207,0
20130208,0
20130209,0
20130210,0.272263438
20130211,0
20130212,0
20130213,0
20130214,0
20130215,0
20130216,0.871870995
20130217,0.604508758
20130218,0
20130219,0
20130220,0.90058881
20130221,0
20130222,0
20130223,0
20130224,0
20130225,0
20130226,0
20130227,0
20130228,0
20130301,0
20130302,0
20130303,0
20130304,0
20130305,0
20130306,0.120794684
20130307,6.826407582
20130308,3.017010689
20130309,0
20130310,0
20130311,2.373044014
20130312,0.985050917
20130313,0.134335279
20130314,0
20130315,0
20130316,0
20130317,1.266453028
20130318,0.523907602
20130319,0.395954043
20130320,0
20130321,0
20130322,0
20130323,0
20130324,0
20130325,0
20130326,0.579814434
20130327,0.117800094
20130328,0.483606994
20130329,0
20130330,0
20130331,0
20130401,1.063522756
20130402,0.549208984
20130403,6.031314135
20130404,0.331312746
20130405,0
20130406,19.74094725
20130407,0
20130408,0
20130409,0
20130410,2.476437211
20130411,0
20130412,0
20130413,0
20130414,0
20130415,0
20130416,1.946629286
20130417,0
20130418,0.235600188
20130419,0.410701901
20130420,0
20130421,0
20130422,0.048317872
20130423,4.710398078
20130424,0.205848247
20130425,0
20130426,3.046330214
20130427,9.712307453
20130428,2.038052469
20130429,46.20624924
20130430,0.156982437
20130501,0
20130502,0.072476804
20130503,0
20130504,16.65400267
20130505,5.222890735
20130506,19.68791056
20130507,0.289907217
20130508,0.144953609
20130509,0.072476804
20130510,7.647479296
20130511,9.27601409
20130512,9.144250631
20130513,0.036812525
20130514,0
20130515,0
20130516,0
20130517,0
20130518,0.301986694
20130519,2.369462729
20130520,2.013383657
20130521,19.36757755
20130522,0
20130523,1.552821666
20130524,0
20130525,0
20130526,0.470173478
20130527,4.406255245
20130528,0.112726413
20130529,0.027854998
20130530,3.129788302
20130531,1.393106364
20130601,23.45178425
20130602,6.067506492
20130603,11.13245523
20130604,1.389998257
20130605,5.046393275
20130606,5.438834354
20130607,7.104149282
20130608,7.54294157
20130609,2.604234159
20130610,2.574645028
20130611,15.71704602
20130612,12.4105438
20130613,4.360297799
20130614,13.19250527
20130615,17.81030619
20130616,22.85049784
20130617,19.60097384
20130618,18.17537791
20130619,5.578614712
20130620,22.90308177
20130621,2.677205049
20130622,6.89978826
20130623,8.694062531
20130624,9.726283863
20130625,17.77676415
20130626,14.36261415
20130627,6.822786689
20130628,0.405513227
20130629,0.557386391
20130630,0
20130701,3.648507595
20130702,1.981323462
20130703,29.8595888
20130704,41.53077531
20130705,21.0802176
20130706,13.19280855
20130707,11.22667626
20130708,2.913816482
20130709,8.76554203
20130710,7.007949233
20130711,11.31118393
20130712,8.402979374
20130713,6.973827571
20130714,5.168166973
20130715,5.700259686
20130716,7.510055616
20130717,11.66356719
20130718,4.42500931
20130719,38.09961462
20130720,33.15936565
20130721,26.33441162
20130722,13.4608649
20130723,8.655522168
20130724,13.2531532
20130725,21.02184594
20130726,15.18129647
20130727,12.56500649
20130728,10.84279811
20130729,13.78182817
20130730,0.556486309
20130731,14.86410308
20130801,22.222085
20130802,48.54425907
20130803,17.60179639
20130804,7.902910322
20130805,5.502453148
20130806,2.565800309
20130807,3.232933309
20130808,7.789446831
20130809,2.343123727
20130810,1.546008408
20130811,2.781854697
20130812,8.214522243
20130813,3.430054009
20130814,1.590102196
20130815,0.295505673
20130816,2.697110802
20130817,3.765727043
20130818,2.125640541
20130819,1.799176246
20130820,0.693572044
20130821,2.76023376
20130822,1.458989501
20130823,3.375060063
20130824,1.662482701
20130825,2.031158924
20130826,0.281769007
20130827,4.255173028
20130828,0
20130829,0.243505068
20130830,0.797228724
20130831,3.696629018
20130901,1.062113345
20130902,17.05365562
20130903,12.17914033
20130904,1.027827263
20130905,0
20130906,3.258048236
20130907,11.86136723
20130908,4.746903539
20130909,34.04143143
20130910,1.78665879
20130911,0.366936356
20130912,0.921300663
20130913,13.22892237
20130914,0.966543853
20130915,1.525570035
20130916,3.063849211
20130917,3.646535538
20130918,10.22787535
20130919,12.44652534
20130920,10.03716334
20130921,7.800596178
20130922,2.120687626
20130923,0
20130924,0
20130925,0.120901749
20130926,0.080601163
20130927,0.080601163
20130928,0
20130929,0
20130930,0.349271715
20131001,2.509286314
20131002,3.91557157
20131003,0.093121827
20131004,0
20131005,0
20131006,1.409766912
20131007,0
20131008,6.825219709
20131009,4.053261459
20131010,4.292306423
20131011,0
20131012,0.583675534
20131013,2.061918482
20131014,2.021449387
20131015,0.05391264
20131016,4.963767171
20131017,45.60980511
20131018,0.353800952
20131019,1.040391922
20131020,33.44941807
20131021,1.552765965
20131022,3.178607345
20131023,22.86763382
20131024,6.233908415
20131025,2.650144339
20131026,3.199060649
20131027,0
20131028,0
20131029,0
20131030,0
20131031,0.926216841
20131101,2.736053884
20131102,0
20131103,0.149289325
20131104,0.501780599
20131105,0.671801984
20131106,0.970380604
20131107,0.089573592
20131108,0
20131109,0
20131110,0
20131111,0
20131112,0
20131113,0.217430413
20131114,0
20131115,0
20131116,0
20131117,8.231396258
20131118,0.210292995
20131119,11.26783216
20131120,0
20131121,0.700609148
20131122,0.120794684
20131123,0
20131124,0.253668815
20131125,0.840036318
20131126,0.886612833
20131127,0.644890904
20131128,0
20131129,1.324623227
20131130,2.248605132
20131201,0
20131202,0.701718062
20131203,1.439362764
20131204,0.096635744
20131205,0
20131206,0
20131207,0
20131208,0
20131209,0.120794684
20131210,0
20131211,0
20131212,0
20131213,0.495832324
20131214,0
20131215,0
20131216,0
20131217,0
20131218,0
20131219,0
20131220,0
20131221,0
20131222,0
20131223,0
20131224,0
20131225,0
20131226,0
20131227,0
20131228,0
20131229,0
20131230,0
20131231,0
20140101,0
20140102,0
20140103,0
20140104,0
20140105,0
20140106,0
20140107,0
20140108,0
20140109,0.193271488
20140110,0
20140111,0
20140112,0
20140113,0
20140114,0
20140115,0
20140116,0
20140117,0
20140118,0
20140119,0
20140120,0
20140121,0
20140122,0
20140123,0
20140124,0
20140125,0
20140126,0
20140127,0
20140128,0
20140129,0
20140130,0
20140131,0
20140201,0
20140202,0
20140203,0
20140204,0
20140205,0
20140206,0
20140207,0
20140208,0
20140209,0
20140210,0
20140211,0
20140212,0
20140213,0
20140214,0
20140215,0
20140216,0
20140217,0
20140218,0
20140219,0
20140220,0
20140221,0
20140222,0.19142513
20140223,0
20140224,0.437197089
20140225,0
20140226,0
20140227,0
20140228,0
20140301,6.615069389
20140302,5.944609284
20140303,0.094034694
20140304,1.18535924
20140305,6.576832652
20140306,0
20140307,22.9424386
20140308,4.477503896
20140309,0
20140310,4.362226963
20140311,0
20140312,0
20140313,0
20140314,0
20140315,0
20140316,0
20140317,0
20140318,0
20140319,0
20140320,0
20140321,0
20140322,0
20140323,0
20140324,0
20140325,0
20140326,0
20140327,0
20140328,0
20140329,0
20140330,0
20140331,0
20140401,0
20140402,0.127429858
20140403,1.603348278
20140404,0
20140405,0
20140406,0.228369981
20140407,0
20140408,0
20140409,19.91231799
20140410,0
20140411,1.091212183
20140412,4.124260604
20140413,13.12480474
20140414,0.387275144
20140415,3.27649045
20140416,4.907188773
20140417,3.930287004
20140418,0.507001102
20140419,5.98958379
20140420,5.235634804
20140421,0.188069388
20140422,0
20140423,0
20140424,0
20140425,1.101549268
20140426,1.947861433
20140427,1.345362049
20140428,2.148267865
20140429,0
20140430,1.46915555
20140501,8.114093423
20140502,13.53479266
20140503,7.537063479
20140504,0.549441278
20140505,3.885807276
20140506,0
20140507,8.119150877
20140508,5.080239274
20140509,52.97649145
20140510,0.282104075
20140511,0
20140512,0.731728375
20140513,0.130458251
20140514,0
20140515,0
20140516,0
20140517,0
20140518,0.346037745
20140519,1.139807701
20140520,34.46566506
20140521,2.356876314
20140522,0
20140523,0.274464309
20140524,1.266453028
20140525,0
20140526,0
20140527,0
20140528,26.71392155
20140529,13.04313588
20140530,0.773105755
20140531,3.364565194
20140601,15.53682303
20140602,0.169112563
20140603,31.80789757
20140604,0
20140605,0.268670559
20140606,4.266047478
20140607,2.968809843
20140608,0.886612833
20140609,1.235884547
20140610,2.268255949
20140611,2.275307894
20140612,3.468115568
20140613,3.153863668
20140614,1.889201827
20140615,0.295505673
20140616,0.844972014
20140617,3.864165545
20140618,9.05115068
20140619,14.91134429
20140620,21.42172986
20140621,13.72672075
20140622,18.30694366
20140623,1.986789942
20140624,0.715135932
20140625,0.858373702
20140626,0.06716764
20140627,0
20140628,0
20140629,1.016414285
20140630,0
20140701,3.551654696
20140702,6.050794363
20140703,0
20140704,0
20140705,0.579962868
20140706,11.21330488
20140707,1.132787824
20140708,1.158378482
20140709,0.658242822
20140710,8.766173735
20140711,12.48887491
20140712,8.955932796
20140713,21.48517191
20140714,32.52645326
20140715,25.31018472
20140716,17.69391739
20140717,12.78266072
20140718,6.262756154
20140719,9.785310194
20140720,7.927400112
20140721,12.5453659
20140722,14.60803825
20140723,24.64009488
20140724,28.37448764
20140725,13.92122096
20140726,9.253475517
20140727,8.764918327
20140728,5.080544345
20140729,4.938022807
20140730,3.910567574
20140731,14.06501341
20140801,35.6998384
20140802,14.94543982
20140803,8.097404331
20140804,10.3570165
20140805,25.29886675
20140806,23.31643975
20140807,18.44306564
20140808,4.224641353
20140809,6.63925299
20140810,2.279730082
20140811,1.815351158
20140812,22.14291191
20140813,1.006174445
20140814,2.056923911
20140815,2.065024689
20140816,0
20140817,0.760876894
20140818,1.636237949
20140819,25.96561623
20140820,0.11196699
20140821,0.810188323
20140822,9.520058513
20140823,30.82087326
20140824,7.466358043
20140825,2.089401484
20140826,0.349271715
20140827,0.141052037
20140828,3.247499466
20140829,3.022101253
20140830,17.28581429
20140831,21.80101597
20140901,16.80445147
20140902,18.63055754
20140903,4.653998453
20140904,1.853941441
20140905,1.702042658
20140906,3.117194325
20140907,4.013545513
20140908,4.578966141
20140909,6.298713073
20140910,2.729367256
20140911,6.223897219
20140912,0.442301273
20140913,0
20140914,0.058813788
20140915,1.088115692
20140916,0.983226173
20140917,1.688603997
20140918,0.14776881
20140919,0
20140920,4.111787319
20140921,0.906081885
20140922,0.154485568
20140923,40.70096731
20140924,13.61046195
20140925,8.41706419
20140926,15.79124379
20140927,10.24817932
20140928,3.640666202
20140929,14.23752141
20140930,3.859311908
20141001,5.936171889
20141002,2.257196493
20141003,0
20141004,0.421910524
20141005,0.424976081
20141006,62.38231182
20141007,0.382377841
20141008,0.23221577
20141009,2.517710373
20141010,0.855076641
20141011,2.367073536
20141012,17.34393883
20141013,1.116456911
20141014,0
20141015,2.940168381
20141016,8.831112027
20141017,2.512119919
20141018,18.14202785
20141019,6.880899131
20141020,4.34205851
20141021,9.458801031
20141022,8.063606024
20141023,0.931205809
20141024,16.99021387
20141025,4.038179733
20141026,14.73305893
20141027,9.996618032
20141028,12.99230385
20141029,2.015405893
20141030,0.22393398
20141031,0
20141101,0.644809306
20141102,2.53265214
20141103,1.795147598
20141104,0
20141105,0
20141106,0
20141107,0
20141108,0
20141109,0.10892418
20141110,0
20141111,0
20141112,0.564572163
20141113,0
20141114,3.901159436
20141115,0.584170364
20141116,0
20141117,0
20141118,0
20141119,0.11196699
20141120,0
20141121,1.492893219
20141122,0
20141123,0.231463879
20141124,1.199723523
20141125,0
20141126,0
20141127,0
20141128,0.133320227
20141129,0.05446209
20141130,0
20141201,0.068077609
20141202,0.088880144
20141203,0
20141204,0
20141205,0
20141206,0
20141207,0
20141208,2.654228151
20141209,0.985019028
20141210,0.149289325
20141211,8.021827817
20141212,0.127429858
20141213,1.648248613
20141214,2.694525868
20141215,6.872956753
20141216,0
20141217,0
20141218,0
20141219,0.522512615
20141220,0.373223305
20141221,0
20141222,0
20141223,0
20141224,0
20141225,0
20141226,0
20141227,0
20141228,0
20141229,0
20141230,0.096635744
20141231,0.133320227
20150101,0
20150102,0
20150103,0
20150104,0
20150105,0
20150106,0
20150107,0
20150108,0
20150109,0
20150110,0
20150111,0
20150112,0
20150113,0
20150114,0
20150115,0
20150116,0
20150117,0
20150118,0
20150119,0
20150120,0
20150121,0
20150122,0
20150123,0
20150124,0
20150125,0
20150126,0
20150127,0
20150128,0
20150129,0
20150130,0
20150131,0
20150201,0
20150202,0
20150203,0
20150204,0
20150205,0
20150206,0
20150207,0
20150208,0
20150209,0
20150210,0
20150211,0
20150212,0
20150213,0
20150214,0
20150215,0
20150216,0
20150217,0
20150218,0
20150219,0
20150220,0
20150221,0
20150222,0
20150223,0
20150224,0
20150225,0
20150226,0
20150227,0
20150228,0
20150301,0.036238402
20150302,0
20150303,0
20150304,0.088350065
20150305,1.785401404
20150306,2.617351264
20150307,14.27772021
20150308,0.795404792
20150309,1.266453028
20150310,0
20150311,0
20150312,0
20150313,0
20150314,0
20150315,0
20150316,1.73809889
20150317,1.956467003
20150318,0
20150319,0
20150320,0
20150321,0
20150322,0
20150323,0
20150324,0
20150325,0
20150326,0
20150327,0
20150328,0
20150329,0
20150330,0
20150331,0
20150401,1.831627853
20150402,1.269414857
20150403,2.339101195
20150404,17.2884388
20150405,0.562867999
20150406,1.46345675
20150407,6.701573849
20150408,0.403005838
20150409,0.793542802
20150410,0.687630653
20150411,3.236869395
20150412,5.511888683
20150413,13.55936861
20150414,4.363361478
20150415,6.097946525
20150416,2.157253005
20150417,4.627996325
20150418,0.120794684
20150419,0.321827799
20150420,0.551038742
20150421,1.294596314
20150422,7.189409852
20150423,0
20150424,28.18496227
20150425,1.979610339
20150426,4.392882884
20150427,0.610890448
20150428,0
20150429,0
20150430,14.66607189
20150501,3.044947371
20150502,3.183006972
20150503,4.381538868
20150504,0
20150505,3.211613238
20150506,1.700618669
20150507,2.811644733
20150508,4.622149445
20150509,6.259170279
20150510,0.17739366
20150511,17.33532691
20150512,15.48237729
20150513,26.89375305
20150514,10.27890563
20150515,11.34032273
20150516,8.131976724
20150517,26.79987335
20150518,15.15881729
20150519,1.899688572
20150520,0.206805512
20150521,0
20150522,0
20150523,0
20150524,0
20150525,4.32926774
20150526,0
20150527,0
20150528,6.158507854
20150529,0
20150530,20.0079999
20150531,0
20150601,3.104340851
20150602,9.904580548
20150603,0.535852045
20150604,12.98967862
20150605,18.27118671
20150606,1.921871901
20150607,0
20150608,4.764291003
20150609,2.678618312
20150610,0.584326565
20150611,0.094034694
20150612,0.317860574
20150613,1.524976611
20150614,2.109950781
20150615,1.790459126
20150616,1.635899268
20150617,17.27717733
20150618,1.988637596
20150619,14.36165357
20150620,33.55155134
20150621,24.15042114
20150622,30.19047356
20150623,29.00563741
20150624,26.66844463
20150625,21.31052417
20150626,34.87367153
20150627,31.0238471
20150628,7.883640766
20150629,1.850779176
20150630,8.199364245
20150701,0.539951093
20150702,0
20150703,3.290331151
20150704,1.039423227
20150705,0.253290594
20150706,0.267362297
20150707,0
20150708,6.706712723
20150709,4.55504531
20150710,3.325031575
20150711,5.512603283
20150712,2.528213147
20150713,5.439421177
20150714,1.108817458
20150715,2.230862483
20150716,7.842320561
20150717,9.468845978
20150718,14.60716707
20150719,14.56337726
20150720,8.710485518
20150721,2.985572845
20150722,2.744203687
20150723,21.49320376
20150724,12.44095516
20150725,1.118692398
20150726,3.504228711
20150727,1.320014715
20150728,1.614533663
20150729,0
20150730,0
20150731,0
20150801,0
20150802,0.151657388
20150803,0.175330505
20150804,5.110932231
20150805,3.537175849
20150806,9.341439128
20150807,1.461664923
20150808,5.285244733
20150809,2.34310627
20150810,2.891225994
20150811,9.006149195
20150812,5.178063065
20150813,4.656813622
20150814,3.643587112
20150815,5.93219471
20150816,2.392362356
20150817,13.96418595
20150818,10.45979619
20150819,13.03736436
20150820,0.421605308
20150821,0.806011677
20150822,15.12886834
20150823,14.03965068
20150824,10.82254386
20150825,2.598119497
20150826,0.140717
20150827,0.501785159
20150828,1.125735998
