Date,Simulated Inflow
20110828,143.2
20110829,147.1
20110830,261.2
20110831,316.8
20110901,770.7
20110902,671.1
20110903,569.8
20110904,285.3
20110905,192.4
20110906,160
20110907,160.9
20110908,155
20110909,149.5
20110910,195.4
20110911,224.2
20110912,163.9
20110913,342.8
20110914,312.9
20110915,205
20110916,234.7
20110917,168.3
20110918,155.2
20110919,151.5
20110920,151.2
20110921,156.3
20110922,149.6
20110923,147.6
20110924,146.2
20110925,144.8
20110926,143.6
20110927,142.1
20110928,140.4
20110929,139
20110930,137.2
20111001,135.9
20111002,135
20111003,132.8
20111004,130.4
20111005,128.6
20111006,126.7
20111007,124.8
20111008,123.1
20111009,121.4
20111010,167.1
20111011,257.7
20111012,145.7
20111013,163.8
20111014,125.7
20111015,252.6
20111016,141.7
20111017,120.6
20111018,114.6
20111019,111.8
20111020,110.1
20111021,108.5
20111022,119.8
20111023,107.9
20111024,280.5
20111025,150.3
20111026,122.6
20111027,108.4
20111028,261.1
20111029,133.7
20111030,127.6
20111031,107.8
20111101,103.2
20111102,129.4
20111103,177.4
20111104,252.2
20111105,132
20111106,131.4
20111107,264.8
20111108,134.9
20111109,110.3
20111110,103.9
20111111,101.4
20111112,100.1
20111113,99.11
20111114,98.14
20111115,97.12
20111116,96.08
20111117,95.08
20111118,94.06
20111119,92.77
20111120,91.6
20111121,90.41
20111122,89.07
20111123,87.85
20111124,86.52
20111125,85.17
20111126,84.32
20111127,83.4
20111128,82.22
20111129,115.8
20111130,86.77
20111201,80.85
20111202,78.58
20111203,77.1
20111204,75.74
20111205,74.54
20111206,73.24
20111207,72
20111208,70.84
20111209,69.56
20111210,68.28
20111211,67.03
20111212,65.8
20111213,64.59
20111214,63.37
20111215,62.06
20111216,60.86
20111217,59.65
20111218,58.48
20111219,57.26
20111220,56.07
20111221,54.85
20111222,53.75
20111223,52.5
20111224,51.38
20111225,50.38
20111226,49.27
20111227,48.12
20111228,47.12
20111229,46.05
20111230,44.96
20111231,44.27
20120101,43.04
20120102,41.97
20120103,41.04
20120104,40.1
20120105,39.1
20120106,38.19
20120107,37.32
20120108,36.47
20120109,35.57
20120110,34.69
20120111,33.8
20120112,33
20120113,32.22
20120114,31.49
20120115,30.63
20120116,29.89
20120117,29.2
20120118,28.41
20120119,27.73
20120120,26.99
20120121,25.75
20120122,24.43
20120123,23.23
20120124,21.57
20120125,20.68
20120126,19.86
20120127,18.77
20120128,16.57
20120129,15.46
20120130,13.75
20120131,11.28
20120201,8.57
20120202,6.783
20120203,6.358
20120204,5.998
20120205,5.885
20120206,6.092
20120207,6.176
20120208,5.667
20120209,5.497
20120210,5.548
20120211,5.999
20120212,5.699
20120213,5.052
20120214,5.041
20120215,4.547
20120216,4.61
20120217,4.474
20120218,4.246
20120219,3.933
20120220,4.027
20120221,3.989
20120222,2.716
20120223,2.918
20120224,3.036
20120225,3.149
20120226,2.668
20120227,2.451
20120228,2.604
20120229,1.856
20120301,2.046
20120302,2.077
20120303,2.257
20120304,2.163
20120305,1.847
20120306,1.947
20120307,1.758
20120308,1.795
20120309,1.603
20120310,1.723
20120311,1.672
20120312,1.513
20120313,1.587
20120314,1.804
20120315,1.448
20120316,1.453
20120317,1.818
20120318,1.368
20120319,1.5
20120320,1.377
20120321,1.512
20120322,1.417
20120323,1.376
20120324,1.438
20120325,1.374
20120326,1.336
20120327,1.263
20120328,1.227
20120329,1.651
20120330,1.294
20120331,1.239
20120401,1.187
20120402,8.112
20120403,2.454
20120404,2.126
20120405,1.891
20120406,1.589
20120407,1.527
20120408,1.253
20120409,1.359
20120410,1.376
20120411,1.225
20120412,1.243
20120413,1.245
20120414,1.278
20120415,1.058
20120416,1.536
20120417,1.516
20120418,1.064
20120419,4.272
20120420,1.862
20120421,2.328
20120422,2.149
20120423,1.737
20120424,2.042
20120425,53.47
20120426,10.98
20120427,5.582
20120428,4.332
20120429,3.512
20120430,3.407
20120501,3.326
20120502,3.217
20120503,3.114
20120504,136
20120505,27.12
20120506,9.316
20120507,5.065
20120508,3.726
20120509,3.257
20120510,2.903
20120511,2.767
20120512,135.1
20120513,27.02
20120514,8.784
20120515,4.62
20120516,3.157
20120517,3.144
20120518,2.51
20120519,2.435
20120520,2.405
20120521,2.32
20120522,2.717
20120523,2.161
20120524,2.214
20120525,2.498
20120526,2.101
20120527,1.951
20120528,1.684
20120529,1.853
20120530,2.206
20120531,2.112
20120601,1.669
20120602,2.205
20120603,2.245
20120604,8.445
20120605,341
20120606,437.6
20120607,826.1
20120608,298.2
20120609,80.04
20120610,80.6
20120611,45.69
20120612,201.5
20120613,208.2
20120614,97.63
20120615,221.6
20120616,226.1
20120617,324.5
20120618,1225
20120619,916
20120620,883.6
20120621,499.3
20120622,213.9
20120623,106.6
20120624,65.04
20120625,166.4
20120626,75.85
20120627,67.04
20120628,672.6
20120629,601.7
20120630,275.3
20120701,119.1
20120702,162.6
20120703,163.9
20120704,95.07
20120705,94.38
20120706,83.47
20120707,95.91
20120708,176.1
20120709,105
20120710,224.4
20120711,150.2
20120712,121.1
20120713,100.5
20120714,97.1
20120715,98
20120716,97.65
20120717,102.3
20120718,99.66
20120719,99.68
20120720,99.94
20120721,142.1
20120722,139.8
20120723,109.6
20120724,105.1
20120725,123.3
20120726,216
20120727,164.3
20120728,119
20120729,110.2
20120730,107.5
20120731,107.6
20120801,106.6
20120802,106.1
20120803,105.5
20120804,106.1
20120805,104.9
20120806,119.6
20120807,326.1
20120808,222.5
20120809,157.8
20120810,138.7
20120811,216.7
20120812,191.2
20120813,127.4
20120814,114.1
20120815,110.6
20120816,109.4
20120817,120.7
20120818,136.1
20120819,118.7
20120820,110.5
20120821,108.7
20120822,107.9
20120823,107
20120824,111.3
20120825,165.5
20120826,136.5
20120827,112.8
20120828,391.9
20120829,274.3
20120830,395.5
20120831,314.2
20120901,228.8
20120902,142.2
20120903,129.7
20120904,211.2
20120905,188
20120906,129.8
20120907,119.7
20120908,117.1
20120909,159
20120910,127.9
20120911,125
20120912,170.5
20120913,127
20120914,124.9
20120915,118.7
20120916,117.7
20120917,117.4
20120918,116.8
20120919,116.3
20120920,115.5
20120921,114.4
20120922,113.5
20120923,112.4
20120924,111.4
20120925,110.2
20120926,109
20120927,107.9
20120928,117.5
20120929,107.8
20120930,105.3
20121001,173.6
20121002,116.4
20121003,105.9
20121004,102
20121005,100.3
20121006,98.66
20121007,97
20121008,96.12
20121009,189.4
20121010,112.9
20121011,98.07
20121012,94
20121013,92.02
20121014,90.34
20121015,314.9
20121016,133.5
20121017,99.99
20121018,90.72
20121019,87.22
20121020,85.99
20121021,89.4
20121022,84.73
20121023,90.94
20121024,83.43
20121025,81.54
20121026,80.32
20121027,201.5
20121028,102.6
20121029,84.65
20121030,84.83
20121031,79.07
20121101,295.6
20121102,141
20121103,101.7
20121104,83.89
20121105,91.77
20121106,80.16
20121107,77.71
20121108,76.66
20121109,75.87
20121110,75.16
20121111,75.19
20121112,74.24
20121113,288.9
20121114,115.9
20121115,84.43
20121116,76.05
20121117,73.31
20121118,71.84
20121119,70.81
20121120,69.84
20121121,69
20121122,68.12
20121123,67.15
20121124,66.26
20121125,85.93
20121126,68.74
20121127,65.29
20121128,63.81
20121129,62.84
20121130,61.87
20121201,60.98
20121202,59.94
20121203,59.06
20121204,58.32
20121205,58.47
20121206,56.66
20121207,55.72
20121208,54.68
20121209,53.81
20121210,52.87
20121211,51.72
20121212,50.93
20121213,50.01
20121214,49.05
20121215,48.14
20121216,47.21
20121217,46.29
20121218,45.27
20121219,44.38
20121220,43.44
20121221,42.45
20121222,41.66
20121223,40.78
20121224,39.9
20121225,39.1
20121226,38.22
20121227,37.33
20121228,36.51
20121229,35.62
20121230,35.31
20121231,34.23
20130101,33.31
20130102,32.59
20130103,31.83
20130104,31.12
20130105,30.39
20130106,29.76
20130107,28.85
20130108,28.36
20130109,27.71
20130110,26.95
20130111,26.38
20130112,25.72
20130113,25.1
20130114,24.44
20130115,23.93
20130116,23.33
20130117,22.55
20130118,20.35
20130119,19.07
20130120,18.6
20130121,17.63
20130122,16.46
20130123,14.55
20130124,12.81
20130125,11.54
20130126,10.64
20130127,8.918
20130128,6.936
20130129,6.495
20130130,6.09
20130131,5.238
20130201,5.192
20130202,4.885
20130203,4.824
20130204,4.336
20130205,3.754
20130206,4.017
20130207,4.097
20130208,4.084
20130209,3.637
20130210,4.082
20130211,3.708
20130212,3.469
20130213,3.382
20130214,3.136
20130215,2.513
20130216,2.966
20130217,3.079
20130218,2.88
20130219,2.938
20130220,3.397
20130221,3.051
20130222,3.14
20130223,2.708
20130224,1.869
20130225,1.642
20130226,1.452
20130227,1.487
20130228,1.39
20130301,1.454
20130302,1.407
20130303,1.268
20130304,1.253
20130305,1.247
20130306,1.585
20130307,5.869
20130308,2.728
20130309,1.968
20130310,2.019
20130311,2.299
20130312,2.401
20130313,2.555
20130314,2.301
20130315,2.151
20130316,2.262
20130317,2.548
20130318,2.531
20130319,2.625
20130320,2.306
20130321,1.986
20130322,1.686
20130323,1.617
20130324,1.496
20130325,1.513
20130326,1.78
20130327,1.781
20130328,1.702
20130329,1.317
20130330,1.207
20130331,1.132
20130401,1.409
20130402,1.326
20130403,2.071
20130404,1.743
20130405,1.247
20130406,63.17
20130407,11.91
20130408,3.865
20130409,2.082
20130410,2.094
20130411,1.295
20130412,1.423
20130413,1.407
20130414,1.285
20130415,1.286
20130416,1.453
20130417,1.076
20130418,1.318
20130419,1.363
20130420,0.9586
20130421,0.7805
20130422,0.7714
20130423,1.408
20130424,1.285
20130425,0.9358
20130426,1.27
20130427,2.454
20130428,1.714
20130429,301.3
20130430,57.89
20130501,16.45
20130502,6.95
20130503,3.564
20130504,49.78
20130505,12.09
20130506,108.3
20130507,24.64
20130508,9.392
20130509,5.668
20130510,11.97
20130511,24
20130512,28.09
20130513,10.21
20130514,7.526
20130515,7.081
20130516,7.174
20130517,7.214
20130518,7.81
20130519,8.113
20130520,8.164
20130521,92.61
20130522,24.14
20130523,13.38
20130524,10.4
20130525,9.715
20130526,9.932
20130527,10.09
20130528,9.996
20130529,9.765
20130530,9.988
20130531,10
20130601,134.2
20130602,36.95
20130603,48.73
20130604,20.18
20130605,16.23
20130606,16.58
20130607,22.69
20130608,27.07
20130609,18.61
20130610,17.7
20130611,92.25
20130612,79.59
20130613,33.97
20130614,77.64
20130615,139.1
20130616,220.5
20130617,200.8
20130618,183.3
20130619,69.9
20130620,213.9
20130621,73.11
20130622,55.79
20130623,61.63
20130624,70.79
20130625,152.7
20130626,139
20130627,77.78
20130628,57.58
20130629,54.03
20130630,53.08
20130701,54.33
20130702,55.07
20130703,300.8
20130704,556
20130705,324.4
20130706,186.1
20130707,135.3
20130708,83.55
20130709,91.05
20130710,82.73
20130711,110.6
20130712,96.58
20130713,87.84
20130714,81.22
20130715,81.89
20130716,89.52
20130717,121.7
20130718,90.24
20130719,470.6
20130720,489
20130721,407.7
20130722,227.7
20130723,146
20130724,167.4
20130725,265.1
20130726,216.7
20130727,180.6
20130728,156.1
20130729,180.5
20130730,120.8
20130731,179.3
20130801,285.2
20130802,718
20130803,357.4
20130804,189.7
20130805,140.3
20130806,124.9
20130807,121.2
20130808,131.4
20130809,122.5
20130810,121.4
20130811,121.3
20130812,133.5
20130813,123.9
20130814,122.3
20130815,121.6
20130816,121
20130817,121
20130818,120.3
20130819,119.6
20130820,118.6
20130821,118
20130822,117.1
20130823,116.3
20130824,115.1
20130825,114.1
20130826,112.9
20130827,112.3
20130828,110.3
20130829,109.1
20130830,107.9
20130831,106.9
20130901,105.4
20130902,188.1
20130903,165
20130904,115.8
20130905,105.5
20130906,102.6
20130907,138.9
20130908,108.4
20130909,419
20130910,163.7
20130911,116.5
20130912,103.9
20130913,146.5
20130914,106.9
20130915,99.36
20130916,96.95
20130917,95.8
20130918,119
20130919,144.9
20130920,132.5
20130921,115.9
20130922,99.27
20130923,95.27
20130924,93.77
20130925,92.99
20130926,91.93
20130927,90.95
20130928,89.58
20130929,88.72
20130930,87.94
20131001,86.96
20131002,86.16
20131003,85.01
20131004,83.49
20131005,82.4
20131006,81.53
20131007,79.94
20131008,84.49
20131009,79.7
20131010,78.56
20131011,76.69
20131012,75.78
20131013,74.65
20131014,73.54
20131015,72.42
20131016,72.72
20131017,560.8
20131018,169.6
20131019,97.29
20131020,384.8
20131021,134.8
20131022,88.15
20131023,234.5
20131024,109.8
20131025,81.46
20131026,74.62
20131027,72.15
20131028,70.97
20131029,70.18
20131030,69.56
20131031,69.23
20131101,68.74
20131102,67.67
20131103,67.24
20131104,66.41
20131105,65.62
20131106,64.86
20131107,64.04
20131108,62.84
20131109,61.92
20131110,60.97
20131111,60.07
20131112,59.16
20131113,58.43
20131114,57.2
20131115,56.3
20131116,55.34
20131117,65.78
20131118,56.15
20131119,85.83
20131120,59.12
20131121,54.38
20131122,52.78
20131123,51.44
20131124,50.86
20131125,50.1
20131126,49.28
20131127,48.46
20131128,47.49
20131129,46.96
20131130,46.3
20131201,45.28
20131202,44.68
20131203,43.96
20131204,43.19
20131205,42.18
20131206,41.34
20131207,40.58
20131208,39.81
20131209,39.26
20131210,38.27
20131211,37.44
20131212,36.72
20131213,36.16
20131214,35.08
20131215,34.49
20131216,33.77
20131217,32.96
20131218,32.33
20131219,31.6
20131220,30.94
20131221,30.18
20131222,29.54
20131223,28.86
20131224,28.24
20131225,27.54
20131226,26.95
20131227,26.22
20131228,25.69
20131229,25.14
20131230,24.52
20131231,23.99
20140101,23.39
20140102,22.71
20140103,21.84
20140104,21.36
20140105,20.84
20140106,19.9
20140107,18.87
20140108,17.05
20140109,16.86
20140110,15.51
20140111,13.19
20140112,10.83
20140113,9.55
20140114,6.38
20140115,5.117
20140116,5.314
20140117,5.485
20140118,5.565
20140119,5.535
20140120,4.628
20140121,4.377
20140122,4.517
20140123,4.41
20140124,4.191
20140125,4.023
20140126,3.926
20140127,4.048
20140128,3.592
20140129,3.719
20140130,3.376
20140131,3.282
20140201,2.92
20140202,2.766
20140203,2.436
20140204,2.454
20140205,2.477
20140206,1.749
20140207,1.553
20140208,1.575
20140209,1.729
20140210,1.811
20140211,1.734
20140212,1.384
20140213,1.498
20140214,1.363
20140215,1.468
20140216,1.426
20140217,1.267
20140218,1.341
20140219,1.201
20140220,1.085
20140221,1.218
20140222,1.565
20140223,1.146
20140224,1.477
20140225,1.186
20140226,1.088
20140227,1.102
20140228,1.051
20140301,6.138
20140302,6.189
20140303,3.33
20140304,3.084
20140305,8.247
20140306,4.356
20140307,157.3
20140308,36.6
20140309,14.43
20140310,10.64
20140311,8.852
20140312,8.686
20140313,8.761
20140314,9.101
20140315,9.236
20140316,9.538
20140317,9.72
20140318,9.8
20140319,10.15
20140320,10.12
20140321,10.42
20140322,10.48
20140323,10.56
20140324,10.68
20140325,10.7
20140326,10.83
20140327,10.77
20140328,10.73
20140329,10.78
20140330,10.73
20140331,10.59
20140401,10.65
20140402,10.84
20140403,10.78
20140404,10.43
20140405,10.34
20140406,10.5
20140407,9.98
20140408,10.01
20140409,34.68
20140410,13.67
20140411,11.14
20140412,10.68
20140413,22.01
20140414,12.27
20140415,10.97
20140416,11
20140417,10.93
20140418,10.64
20140419,11.79
20140420,11.51
20140421,10.52
20140422,9.897
20140423,9.575
20140424,9.194
20140425,9.202
20140426,8.931
20140427,8.55
20140428,8.169
20140429,7.294
20140430,7.474
20140501,11.25
20140502,42.81
20140503,20.58
20140504,10.47
20140505,8.99
20140506,7.957
20140507,16.72
20140508,11.09
20140509,617.7
20140510,133.2
20140511,43.89
20140512,21.85
20140513,15.45
20140514,13.24
20140515,12.64
20140516,12.46
20140517,12.5
20140518,13.08
20140519,13.15
20140520,250.2
20140521,59.19
20140522,25.76
20140523,18.09
20140524,15.92
20140525,14.87
20140526,14.39
20140527,14.47
20140528,172.3
20140529,88.65
20140530,32.09
20140531,21.39
20140601,89.28
20140602,32.25
20140603,307.5
20140604,78.08
20140605,36.8
20140606,27.25
20140607,24.59
20140608,23.84
20140609,23.95
20140610,24.17
20140611,24.51
20140612,24.94
20140613,25.28
20140614,25.39
20140615,25.67
20140616,25.78
20140617,25.96
20140618,41.35
20140619,96.15
20140620,191
20140621,128.2
20140622,172.9
20140623,62.82
20140624,42.41
20140625,37.83
20140626,36.47
20140627,35.91
20140628,36.14
20140629,36.81
20140630,36.4
20140701,37.42
20140702,39.99
20140703,37.53
20140704,37.4
20140705,37.94
20140706,61.8
20140707,41.85
20140708,38.93
20140709,38.1
20140710,51.57
20140711,85.12
20140712,68.03
20140713,196.9
20140714,389.4
20140715,335.8
20140716,226.1
20140717,146.7
20140718,79.5
20140719,86.69
20140720,75.3
20140721,109.1
20140722,138.8
20140723,273.9
20140724,363
20140725,197.1
20140726,123.2
20140727,103.4
20140728,80.66
20140729,76.17
20140730,74.82
20140731,134.2
20140801,439.9
20140802,231.4
20140803,133.1
20140804,128.6
20140805,303.2
20140806,317.4
20140807,261.9
20140808,131.2
20140809,112.7
20140810,100.4
20140811,98.34
20140812,246.1
20140813,128.2
20140814,107.6
20140815,103
20140816,101.6
20140817,101.5
20140818,101.5
20140819,295.3
20140820,140.2
20140821,112.5
20140822,125.6
20140823,383
20140824,174.1
20140825,122.7
20140826,110.6
20140827,106.9
20140828,106
20140829,105.5
20140830,197.5
20140831,281.8
20140901,242.6
20140902,260.4
20140903,143.3
20140904,118.8
20140905,112.4
20140906,110.5
20140907,110.1
20140908,110.4
20140909,114.1
20140910,110.2
20140911,113.7
20140912,109.5
20140913,108.1
20140914,107.5
20140915,106.6
20140916,105.7
20140917,104.9
20140918,103.7
20140919,102.4
20140920,102
20140921,100.9
20140922,99.51
20140923,504.9
20140924,242.5
20140925,150.9
20140926,197
20140927,150.8
20140928,111.7
20140929,167.9
20140930,114.3
20141001,108.1
20141002,102.1
20141003,100
20141004,99.4
20141005,98.48
20141006,850
20141007,251.1
20141008,139.7
20141009,111
20141010,102
20141011,98.64
20141012,182.8
20141013,112.9
20141014,99.83
20141015,96.68
20141016,109.8
20141017,97.2
20141018,193.9
20141019,121.5
20141020,101.5
20141021,118
20141022,112.8
20141023,97.86
20141024,182.1
20141025,111.8
20141026,166.1
20141027,136.6
20141028,158.5
20141029,108.7
20141030,99.37
20141031,96.28
20141101,95.46
20141102,94.78
20141103,94.13
20141104,93.12
20141105,92.25
20141106,91.32
20141107,90.44
20141108,89.48
20141109,88.69
20141110,87.37
20141111,86.2
20141112,85.24
20141113,83.99
20141114,83.54
20141115,82.32
20141116,80.88
20141117,79.59
20141118,78.37
20141119,77.28
20141120,75.81
20141121,74.87
20141122,73.31
20141123,72.28
20141124,71.04
20141125,69.46
20141126,68.13
20141127,66.82
20141128,65.87
20141129,64.61
20141130,63.04
20141201,62.07
20141202,60.88
20141203,59.27
20141204,58.08
20141205,56.94
20141206,55.74
20141207,54.55
20141208,53.74
20141209,52.71
20141210,51.62
20141211,60.74
20141212,51.71
20141213,49.52
20141214,48.5
20141215,53.45
20141216,47.86
20141217,46.38
20141218,45.41
20141219,44.85
20141220,43.99
20141221,42.85
20141222,42.02
20141223,41.17
20141224,40.38
20141225,39.58
20141226,38.76
20141227,37.94
20141228,37.2
20141229,36.42
20141230,35.91
20141231,35.14
20150101,34.17
20150102,33.38
20150103,32.61
20150104,31.9
20150105,31.15
20150106,30.48
20150107,29.8
20150108,29.17
20150109,28.44
20150110,27.8
20150111,27.1
20150112,26.58
20150113,25.73
20150114,24.93
20150115,22.35
20150116,20.85
20150117,19.9
20150118,18.1
20150119,14.81
20150120,9.44
20150121,8.962
20150122,8.825
20150123,8.158
20150124,8.208
20150125,7.701
20150126,7.455
20150127,6.849
20150128,6.547
20150129,6.568
20150130,6.041
20150131,5.47
20150201,5.695
20150202,5.741
20150203,5.449
20150204,4.701
20150205,4.891
20150206,4.96
20150207,3.683
20150208,3.884
20150209,4.071
20150210,3.59
20150211,3.583
20150212,3.584
20150213,3.439
20150214,2.577
20150215,2.795
20150216,2.943
20150217,2.993
20150218,2.429
20150219,2.671
20150220,2.656
20150221,2.582
20150222,1.698
20150223,1.913
20150224,1.98
20150225,2.019
20150226,2.115
20150227,1.836
20150228,1.566
20150301,1.339
20150302,1.461
20150303,1.394
20150304,1.773
20150305,1.978
20150306,2.07
20150307,57.78
20150308,13.43
20150309,6.221
20150310,4.382
20150311,4.124
20150312,4.132
20150313,4.211
20150314,4.326
20150315,4.454
20150316,4.823
20150317,5.013
20150318,4.793
20150319,4.749
20150320,4.785
20150321,5.015
20150322,4.947
20150323,5.016
20150324,5.059
20150325,4.932
20150326,4.949
20150327,4.972
20150328,5.062
20150329,4.977
20150330,4.951
20150331,4.942
20150401,5.106
20150402,4.941
20150403,4.999
20150404,39.68
20150405,10.86
20150406,6.532
20150407,7.555
20150408,5.859
20150409,5.385
20150410,4.976
20150411,4.807
20150412,5.534
20150413,47.46
20150414,13.88
20150415,11.67
20150416,7.702
20150417,7.952
20150418,7.406
20150419,7.425
20150420,7.545
20150421,7.59
20150422,13.88
20150423,8.807
20150424,221.4
20150425,51.35
20150426,22.08
20150427,14.73
20150428,12.33
20150429,11.84
20150430,61.97
20150501,22.16
20150502,15.75
20150503,15.16
20150504,14.25
20150505,14.91
20150506,14.97
20150507,15.33
20150508,16.5
20150509,20.84
20150510,17.4
20150511,103.7
20150512,106.9
20150513,257.2
20150514,102.3
20150515,82.39
20150516,54.03
20150517,259.9
20150518,158.2
20150519,59.58
20150520,40.58
20150521,35.81
20150522,35.07
20150523,35.18
20150524,35.66
20150525,36.58
20150526,36.51
20150527,37.06
20150528,38.53
20150529,37.65
20150530,122
20150531,53.15
20150601,42.76
20150602,56
20150603,42.64
20150604,83.33
20150605,153.6
20150606,64.2
20150607,47.78
20150608,45.03
20150609,43.67
20150610,43.19
20150611,43.07
20150612,42.78
20150613,42.52
20150614,42.49
20150615,42.24
20150616,42.01
20150617,125.6
20150618,58.33
20150619,106.8
20150620,378.4
20150621,312.3
20150622,393.7
20150623,396.9
20150624,367.4
20150625,288.6
20150626,475.7
20150627,460
20150628,168.7
20150629,92.08
20150630,88.59
20150701,72.41
20150702,68.93
20150703,69.56
20150704,69.82
20150705,70.35
20150706,70.71
20150707,70.53
20150708,75.91
20150709,73.61
20150710,72.97
20150711,75.68
20150712,73.71
20150713,75.65
20150714,74.12
20150715,73.72
20150716,82.62
20150717,95.3
20150718,144
20150719,156.8
20150720,111.4
20150721,85.1
20150722,79.87
20150723,220.1
20150724,155.4
20150725,96.35
20150726,85.04
20150727,81.95
20150728,81.21
20150729,80.12
20150730,79.8
20150731,79.19
20150801,78.81
20150802,78.6
20150803,77.87
20150804,78.54
20150805,77.4
20150806,95.09
20150807,79.78
20150808,79.09
20150809,76.74
20150810,75.94
20150811,92.55
20150812,80.69
20150813,77.98
20150814,76.31
20150815,79.47
20150816,76.04
20150817,132.4
20150818,118.4
20150819,140.9
20150820,89.75
20150821,80.3
20150822,145.4
20150823,154
20150824,130.7
20150825,90.68
20150826,83.03
20150827,81
20150828,80.24
20150829,79.38
20150830,78.91
20150831,78.47
20150901,77.99
20150902,77.43
20150903,77.12
20150904,76.55
20150905,134
20150906,96.48
20150907,85.42
20150908,197.3
20150909,100.9
20150910,83.7
20150911,79.12
20150912,77.07
20150913,76.14
20150914,75.45
20150915,74.87
20150916,103.9
20150917,79.85
20150918,75.2
20150919,73.99
20150920,73.36
20150921,72.45
20150922,71.25
20150923,70.52
20150924,74.56
20150925,399.1
20150926,136
20150927,87.73
20150928,181.5
20150929,176
20150930,118.5
20151001,83.51
20151002,77.77
20151003,73.7
20151004,72.98
20151005,75.58
20151006,274.2
20151007,114.1
20151008,86.23
20151009,79.25
20151010,76.11
20151011,75.03
20151012,201.9
20151013,99.78
20151014,81.35
20151015,76.7
20151016,75.08
20151017,74.2
20151018,73.57
20151019,73.25
20151020,72.6
20151021,71.9
20151022,70.97
20151023,70.1
20151024,69.31
20151025,68.54
20151026,67.6
20151027,67.1
