Date,Soil Moisture
20120402,83.2
20120403,80.8
20120404,80.8
20120405,80
20120406,77.1
20120407,75.3
20120408,71.9
20120409,68.9
20120410,65.8
20120411,62.5
20120412,59.4
20120413,56.3
20120414,53.9
20120415,50.5
20120416,50.5
20120417,50.6
20120418,47
20120419,60.7
20120420,57.7
20120421,64.6
20120422,63.8
20120423,60.5
20120424,63.6
20120425,84.1
20120426,87.9
20120427,91.8
20120428,94.1
20120429,91.6
20120430,90
20120501,89.8
20120502,89.8
20120503,93.1
20120504,110
20120505,106
20120506,103
20120507,99.6
20120508,96.9
20120509,94.6
20120510,92.2
20120511,89.6
20120512,108
20120513,107
20120514,104
20120515,102
20120516,98.1
20120517,98.4
20120518,95
20120519,91.7
20120520,88.7
20120521,85.5
20120522,89
20120523,85.7
20120524,82.9
20120525,82.8
20120526,79.9
20120527,76.9
20120528,73.2
20120529,70.3
20120530,70.4
20120531,70.1
20120601,66.9
20120602,69.5
20120603,69.8
20120604,80.7
20120605,106
20120606,120
20120607,127
20120608,127
20120609,122
20120610,124
20120611,124
20120612,126
20120613,127
20120614,126
20120615,127
20120616,129
20120617,129
20120618,133
20120619,133
20120620,133
20120621,131
20120622,129
20120623,126
20120624,123
20120625,126
20120626,121
20120627,122
20120628,130
20120629,132
20120630,129
20120701,124
20120702,127
20120703,128
20120704,123
20120705,123
20120706,120
20120707,121
20120708,125
20120709,123
20120710,127
20120711,126
20120712,125
20120713,122
20120714,120
20120715,121
20120716,119
20120717,121
20120718,119
20120719,118
20120720,117
20120721,123
20120722,123
20120723,121
20120724,120
20120725,123
20120726,126
20120727,125
20120728,123
20120729,121
20120730,119
20120731,119
20120801,118
20120802,117
20120803,117
20120804,119
20120805,118
20120806,122
20120807,127
20120808,127
20120809,126
20120810,125
20120811,127
20120812,128
20120813,123
20120814,120
20120815,118
20120816,118
20120817,121
20120818,123
20120819,123
20120820,120
20120821,118
20120822,117
20120823,117
20120824,119
20120825,123
20120826,123
20120827,121
20120828,127
20120829,128
20120830,129
20120831,129
20120901,128
20120902,124
20120903,122
20120904,125
20120905,125
20120906,121
20120907,121
20120908,120
20120909,123
20120910,123
20120911,123
20120912,125
20120913,121
20120914,122
20120915,120
20120916,120
20120917,119
20120918,119
20120919,119
20120920,118
20120921,117
20120922,117
20120923,117
20120924,117
20120925,117
20120926,117
20120927,117
20120928,120
20120929,119
20120930,118
20121001,123
20121002,119
20121003,119
20121004,117
20121005,117
20121006,117
20121007,117
20121008,117
20121009,122
20121010,121
20121011,119
20121012,117
20121013,116
20121014,116
20121015,124
20121016,121
20121017,119
20121018,118
20121019,117
20121020,119
20121021,121
20121022,119
20121023,121
20121024,119
20121025,118
20121026,117
20121027,124
20121028,121
20121029,119
20121030,120
20121031,118
20121101,124
20121102,124
20121103,123
20121104,120
20121105,122
20121106,119
20121107,118
20121108,117
20121109,117
20121110,117
20121111,118
20121112,117
20121113,125
20121114,121
20121115,119
20121116,118
20121117,117
20121118,117
20121119,117
20121120,117
20121121,117
20121122,117
20121123,117
20121124,117
20121125,120
20121126,118
20121127,117
20121128,116
20121129,116
20121130,116
20121201,116
20121202,116
20121203,116
20121204,116
20121205,119
20121206,118
20121207,117
20121208,117
20121209,117
20121210,117
20121211,117
20121212,117
20121213,117
20121214,117
20121215,117
20121216,117
20121217,117
20121218,117
20121219,117
20121220,117
20121221,117
20121222,117
20121223,117
20121224,117
20121225,117
20121226,117
20121227,117
20121228,117
20121229,117
20121230,117
20121231,117
20130101,117
20130102,117
20130103,117
20130104,117
20130105,117
20130106,117
20130107,117
20130108,117
20130109,117
20130110,117
20130111,117
20130112,117
20130113,117
20130114,117
20130115,117
20130116,117
20130117,117
20130118,117
20130119,117
20130120,117
20130121,117
20130122,117
20130123,117
20130124,117
20130125,117
20130126,117
20130127,117
20130128,117
20130129,117
20130130,117
20130131,117
20130201,117
20130202,117
20130203,117
20130204,117
20130205,117
20130206,117
20130207,117
20130208,117
20130209,117
20130210,117
20130211,117
20130212,117
20130213,117
20130214,117
20130215,117
20130216,116
20130217,117
20130218,117
20130219,117
20130220,117
20130221,117
20130222,117
20130223,117
20130224,117
20130225,117
20130226,117
20130227,117
20130228,117
20130301,116
20130302,116
20130303,115
20130304,114
20130305,113
20130306,113
20130307,117
20130308,118
20130309,115
20130310,114
20130311,115
20130312,115
20130313,114
20130314,114
20130315,112
20130316,110
20130317,111
20130318,110
20130319,111
20130320,110
20130321,108
20130322,106
20130323,105
20130324,103
20130325,101
20130326,101
20130327,100
20130328,98.9
20130329,96.4
20130330,94
20130331,91.9
20130401,91.2
20130402,90.8
20130403,96
20130404,95.2
20130405,92.6
20130406,107
20130407,105
20130408,102
20130409,98.5
20130410,100
20130411,96.1
20130412,93.6
20130413,91.2
20130414,88.3
20130415,85.9
20130416,86
20130417,82.9
20130418,82.4
20130419,82.1
20130420,79.2
20130421,75
20130422,70.9
20130423,74.8
20130424,73
20130425,69.8
20130426,71.4
20130427,79.6
20130428,79.4
20130429,106
20130430,104
20130501,101
20130502,101
20130503,98.5
20130504,109
20130505,113
20130506,121
20130507,119
20130508,116
20130509,115
20130510,118
20130511,121
20130512,122
20130513,116
20130514,112
20130515,109
20130516,106
20130517,104
20130518,104
20130519,106
20130520,106
20130521,117
20130522,112
20130523,113
20130524,110
20130525,106
20130526,106
20130527,110
20130528,108
20130529,105
20130530,105
20130531,104
20130601,116
20130602,119
20130603,120
20130604,118
20130605,118
20130606,120
20130607,122
20130608,123
20130609,121
20130610,120
20130611,123
20130612,124
20130613,122
20130614,123
20130615,124
20130616,126
20130617,127
20130618,128
20130619,124
20130620,127
20130621,122
20130622,122
20130623,123
20130624,123
20130625,126
20130626,128
20130627,126
20130628,121
20130629,119
20130630,116
20130701,118
20130702,117
20130703,125
20130704,129
20130705,129
20130706,127
20130707,126
20130708,122
20130709,121
20130710,122
20130711,123
20130712,123
20130713,122
20130714,121
20130715,121
20130716,122
20130717,124
20130718,122
20130719,126
20130720,130
20130721,130
20130722,128
20130723,126
20130724,127
20130725,129
20130726,128
20130727,126
20130728,126
20130729,127
20130730,121
20130731,125
20130801,127
20130802,131
20130803,129
20130804,126
20130805,124
20130806,121
20130807,120
20130808,122
20130809,119
20130810,119
20130811,119
20130812,121
20130813,120
20130814,118
20130815,117
20130816,117
20130817,118
20130818,117
20130819,117
20130820,117
20130821,118
20130822,118
20130823,118
20130824,117
20130825,118
20130826,118
20130827,119
20130828,118
20130829,117
20130830,117
20130831,119
20130901,117
20130902,123
20130903,124
20130904,120
20130905,118
20130906,119
20130907,123
20130908,121
20130909,127
20130910,121
20130911,119
20130912,118
20130913,122
20130914,119
20130915,118
20130916,118
20130917,118
20130918,122
20130919,125
20130920,125
20130921,124
20130922,121
20130923,118
20130924,117
20130925,117
20130926,116
20130927,116
20130928,116
20130929,116
20130930,117
20131001,117
20131002,118
20131003,117
20131004,116
20131005,116
20131006,117
20131007,117
20131008,119
20131009,119
20131010,119
20131011,118
20131012,117
20131013,116
20131014,116
20131015,116
20131016,119
20131017,127
20131018,123
20131019,120
20131020,126
20131021,121
20131022,120
20131023,125
20131024,123
20131025,121
20131026,119
20131027,118
20131028,117
20131029,116
20131030,116
20131031,116
20131101,117
20131102,117
20131103,117
20131104,116
20131105,117
20131106,117
20131107,117
20131108,116
20131109,116
20131110,116
20131111,116
20131112,116
20131113,117
20131114,117
20131115,117
20131116,117
20131117,120
20131118,118
20131119,122
20131120,119
20131121,118
20131122,117
20131123,117
20131124,117
20131125,117
20131126,117
20131127,117
20131128,117
20131129,117
20131130,117
20131201,117
20131202,117
20131203,116
20131204,116
20131205,116
20131206,116
20131207,116
20131208,116
20131209,116
20131210,116
20131211,116
20131212,116
20131213,117
20131214,117
20131215,117
20131216,117
20131217,117
20131218,117
20131219,117
20131220,117
20131221,117
20131222,117
20131223,117
20131224,117
20131225,117
20131226,117
20131227,117
20131228,117
20131229,117
20131230,117
20131231,117
20140101,117
20140102,117
20140103,117
20140104,117
20140105,117
20140106,117
20140107,117
20140108,117
20140109,116
20140110,116
20140111,116
20140112,116
20140113,116
20140114,116
20140115,116
20140116,116
20140117,116
20140118,116
20140119,116
20140120,116
20140121,116
20140122,116
20140123,116
20140124,116
20140125,116
20140126,116
20140127,116
20140128,116
20140129,116
20140130,116
20140131,116
20140201,116
20140202,116
20140203,116
20140204,116
20140205,116
20140206,116
20140207,116
20140208,116
20140209,116
20140210,116
20140211,116
20140212,116
20140213,116
20140214,116
20140215,116
20140216,116
20140217,116
20140218,116
20140219,116
20140220,116
20140221,116
20140222,116
20140223,116
20140224,117
20140225,117
20140226,117
20140227,117
20140228,116
20140301,119
20140302,121
20140303,118
20140304,118
20140305,120
20140306,117
20140307,123
20140308,121
20140309,118
20140310,119
20140311,117
20140312,115
20140313,113
20140314,112
20140315,111
20140316,109
20140317,108
20140318,106
20140319,105
20140320,103
20140321,101
20140322,98.7
20140323,96.5
20140324,94.8
20140325,92.8
20140326,90.8
20140327,88.7
20140328,86.6
20140329,84.2
20140330,82.7
20140331,80.4
20140401,77.8
20140402,77.5
20140403,77.7
20140404,74.9
20140405,71.9
20140406,71.7
20140407,68.4
20140408,65.6
20140409,82.7
20140410,79.7
20140411,79.3
20140412,82.5
20140413,93.6
20140414,93.5
20140415,95.5
20140416,99.1
20140417,102
20140418,102
20140419,106
20140420,109
20140421,107
20140422,105
20140423,102
20140424,98.5
20140425,99.1
20140426,101
20140427,101
20140428,101
20140429,98.8
20140430,99.7
20140501,106
20140502,115
20140503,118
20140504,117
20140505,118
20140506,114
20140507,117
20140508,119
20140509,127
20140510,121
20140511,115
20140512,113
20140513,112
20140514,109
20140515,106
20140516,103
20140517,99
20140518,98.7
20140519,98.4
20140520,117
20140521,116
20140522,112
20140523,112
20140524,112
20140525,110
20140526,106
20140527,103
20140528,116
20140529,121
20140530,119
20140531,119
20140601,124
20140602,121
20140603,126
20140604,119
20140605,116
20140606,118
20140607,119
20140608,118
20140609,118
20140610,118
20140611,118
20140612,117
20140613,117
20140614,116
20140615,115
20140616,115
20140617,116
20140618,120
20140619,124
20140620,127
20140621,128
20140622,129
20140623,123
20140624,120
20140625,119
20140626,116
20140627,113
20140628,110
20140629,110
20140630,107
20140701,110
20140702,115
20140703,112
20140704,110
20140705,110
20140706,118
20140707,117
20140708,117
20140709,116
20140710,120
20140711,123
20140712,124
20140713,126
20140714,130
20140715,130
20140716,128
20140717,127
20140718,125
20140719,126
20140720,124
20140721,125
20140722,126
20140723,127
20140724,129
20140725,128
20140726,127
20140727,125
20140728,124
20140729,122
20140730,120
20140731,123
20140801,127
20140802,127
20140803,125
20140804,126
20140805,128
20140806,129
20140807,129
20140808,126
20140809,124
20140810,121
20140811,119
20140812,125
20140813,120
20140814,117
20140815,117
20140816,116
20140817,117
20140818,118
20140819,125
20140820,121
20140821,119
20140822,122
20140823,128
20140824,126
20140825,122
20140826,120
20140827,119
20140828,120
20140829,120
20140830,125
20140831,127
20140901,128
20140902,128
20140903,125
20140904,121
20140905,119
20140906,119
20140907,120
20140908,120
20140909,121
20140910,120
20140911,121
20140912,119
20140913,118
20140914,117
20140915,116
20140916,116
20140917,117
20140918,117
20140919,117
20140920,118
20140921,118
20140922,118
20140923,126
20140924,126
20140925,125
20140926,125
20140927,126
20140928,123
20140929,124
20140930,122
20141001,122
20141002,120
20141003,118
20141004,117
20141005,117
20141006,127
20141007,122
20141008,120
20141009,118
20141010,117
20141011,117
20141012,122
20141013,120
20141014,118
20141015,117
20141016,121
20141017,119
20141018,123
20141019,122
20141020,121
20141021,123
20141022,122
20141023,119
20141024,123
20141025,122
20141026,124
20141027,124
20141028,125
20141029,122
20141030,119
20141031,118
20141101,117
20141102,117
20141103,117
20141104,117
20141105,116
20141106,116
20141107,116
20141108,116
20141109,117
20141110,117
20141111,117
20141112,117
20141113,117
20141114,119
20141115,118
20141116,117
20141117,117
20141118,117
20141119,117
20141120,117
20141121,117
20141122,117
20141123,116
20141124,117
20141125,117
20141126,117
20141127,117
20141128,117
20141129,117
20141130,117
20141201,117
20141202,117
20141203,117
20141204,117
20141205,117
20141206,117
20141207,117
20141208,117
20141209,117
20141210,117
20141211,120
20141212,118
20141213,118
20141214,117
20141215,119
20141216,118
20141217,117
20141218,117
20141219,117
20141220,117
20141221,117
20141222,117
20141223,117
20141224,117
20141225,117
20141226,117
20141227,117
20141228,117
20141229,117
20141230,117
20141231,117
20150101,117
20150102,117
20150103,117
20150104,117
20150105,117
20150106,117
20150107,117
20150108,117
20150109,117
20150110,117
20150111,117
20150112,117
20150113,117
20150114,117
20150115,117
20150116,117
20150117,117
20150118,117
20150119,117
20150120,117
20150121,117
20150122,117
20150123,117
20150124,117
20150125,117
20150126,117
20150127,117
20150128,117
20150129,117
20150130,117
20150131,117
20150201,117
20150202,117
20150203,117
20150204,117
20150205,117
20150206,117
20150207,117
20150208,117
20150209,117
20150210,117
20150211,117
20150212,117
20150213,117
20150214,117
20150215,117
20150216,117
20150217,117
20150218,117
20150219,117
20150220,117
20150221,117
20150222,117
20150223,117
20150224,117
20150225,117
20150226,117
20150227,117
20150228,117
20150301,116
20150302,116
20150303,115
20150304,115
20150305,116
20150306,117
20150307,122
20150308,119
20150309,117
20150310,116
20150311,114
20150312,113
20150313,112
20150314,111
20150315,110
20150316,110
20150317,111
20150318,110
20150319,108
20150320,105
20150321,105
20150322,103
20150323,101
20150324,98.7
20150325,96.8
20150326,94.8
20150327,92.9
20150328,91.2
20150329,88.9
20150330,87.1
20150331,84.7
20150401,85.3
20150402,85.2
20150403,86.2
20150404,101
20150405,100
20150406,101
20150407,107
20150408,107
20150409,106
20150410,107
20150411,109
20150412,112
20150413,119
20150414,119
20150415,118
20150416,118
20150417,119
20150418,117
20150419,116
20150420,115
20150421,115
20150422,119
20150423,114
20150424,122
20150425,119
20150426,119
20150427,118
20150428,114
20150429,111
20150430,119
20150501,118
20150502,116
20150503,118
20150504,114
20150505,116
20150506,117
20150507,117
20150508,120
20150509,120
20150510,117
20150511,120
20150512,122
20150513,126
20150514,125
20150515,125
20150516,125
20150517,127
20150518,127
20150519,121
20150520,117
20150521,112
20150522,109
20150523,106
20150524,103
20150525,106
20150526,103
20150527,101
20150528,106
20150529,102
20150530,114
20150531,109
20150601,111
20150602,117
20150603,116
20150604,121
20150605,124
20150606,120
20150607,115
20150608,118
20150609,119
20150610,118
20150611,118
20150612,117
20150613,116
20150614,117
20150615,116
20150616,116
20150617,122
20150618,119
20150619,123
20150620,128
20150621,128
20150622,129
20150623,130
20150624,130
20150625,130
20150626,132
20150627,132
20150628,128
20150629,123
20150630,123
20150701,120
20150702,116
20150703,118
20150704,117
20150705,117
20150706,117
20150707,115
20150708,120
20150709,121
20150710,121
20150711,121
20150712,119
20150713,119
20150714,118
20150715,116
20150716,119
20150717,121
20150718,123
20150719,124
20150720,124
20150721,122
20150722,120
20150723,124
20150724,125
20150725,120
20150726,118
20150727,117
20150728,118
20150729,116
20150730,115
20150731,115
20150801,115
20150802,115
20150803,115
20150804,118
20150805,118
20150806,121
20150807,119
20150808,121
20150809,120
20150810,119
20150811,122
20150812,122
20150813,122
20150814,122
20150815,121
20150816,120
20150817,124
20150818,125
20150819,126
20150820,122
20150821,119
20150822,124
20150823,126
20150824,126
20150825,123
20150826,120
20150827,119
20150828,117
20150829,117
20150830,116
20150831,116
20150901,116
20150902,116
20150903,117
20150904,117
20150905,122
20150906,122
20150907,122
20150908,126
20150909,123
20150910,121
20150911,119
20150912,117
20150913,117
20150914,116
20150915,116
20150916,121
20150917,119
20150918,117
20150919,117
20150920,118
20150921,117
20150922,117
20150923,117
20150924,120
20150925,127
20150926,122
20150927,120
20150928,124
20150929,126
20150930,125
20151001,122
20151002,122
20151003,119
20151004,118
20151005,119
20151006,124
20151007,122
20151008,121
20151009,121
20151010,120
20151011,118
20151012,124
20151013,120
20151014,118
20151015,117
20151016,117
20151017,117
20151018,117
20151019,116
20151020,116
20151021,117
20151022,117
20151023,117
20151024,117
20151025,117
20151026,117
20151027,117
20151028,116
20151029,120
20151030,118
20151031,118
20151101,118
20151102,122
20151103,120
20151104,124
20151105,124
20151106,120
20151107,118
20151108,117
20151109,117
20151110,122
20151111,121
20151112,120
20151113,125
20151114,121
20151115,119
20151116,119
20151117,117
20151118,117
20151119,119
20151120,124
20151121,120
20151122,119
20151123,117
20151124,117
20151125,117
20151126,117
20151127,116
20151128,117
20151129,117
20151130,120
20151201,118
20151202,117
20151203,119
20151204,118
20151205,118
20151206,117
20151207,117
20151208,117
20151209,117
20151210,117
20151211,117
20151212,117
20151213,116
20151214,116
20151215,116
20151216,116
20151217,116
20151218,116
20151219,116
20151220,117
20151221,117
20151222,117
20151223,117
20151224,117
20151225,117
20151226,117
20151227,117
20151228,117
20151229,117
20151230,117
20151231,117
20160101,117
20160102,117
20160103,117
20160104,117
20160105,117
20160106,117
20160107,117
20160108,117
20160109,117
20160110,117
20160111,117
20160112,117
20160113,117
20160114,117
20160115,117
20160116,117
20160117,117
20160118,117
20160119,117
20160120,117
20160121,117
20160122,117
20160123,117
20160124,117
20160125,116
20160126,118
20160127,116
20160128,116
20160129,116
20160130,116
20160131,116
20160201,116
20160202,116
20160203,116
20160204,116
20160205,116
20160206,116
20160207,116
20160208,116
20160209,116
20160210,116
20160211,116
20160212,116
20160213,116
20160214,116
20160215,116
20160216,116
20160217,116
20160218,116
20160219,116
20160220,116
20160221,116
20160222,116
20160223,116
20160224,116
20160225,116
20160226,116
20160227,116
20160228,116
20160229,116
20160301,115
20160302,115
20160303,114
20160304,113
20160305,112
20160306,111
20160307,110
20160308,109
20160309,108
20160310,106
20160311,105
20160312,103
20160313,109
20160314,109
20160315,108
20160316,106
20160317,104
20160318,103
20160319,101
20160320,99.8
20160321,98.3
20160322,95.8
20160323,93.8
20160324,93.7
20160325,92.1
20160326,89.3
20160327,87.4
20160328,84.9
20160329,83.1
20160330,83.5
20160331,84.3
20160401,81.2
20160402,81.2
20160403,78.3
20160404,79.2
20160405,76.8
20160406,79.4
20160407,80.7
20160408,77.6
20160409,77.3
20160410,74.6
20160411,71.8
20160412,69.2
20160413,68.7
20160414,65.3
20160415,61.8
20160416,61.6
20160417,61.3
20160418,60.9
20160419,57.7
20160420,54
20160421,50.3
20160422,47
20160423,42.9
20160424,40.1
20160425,37.3
20160426,38.2
20160427,39.1
20160428,35.1
20160429,32
20160430,29.8
20160501,30.7
20160502,29.9
20160503,35.2
20160504,43.5
20160505,46
20160506,61.8
20160507,61.4
20160508,67.9
20160509,89.4
20160510,86.2
20160511,91.2
20160512,88.1
20160513,88.5
20160514,88.3
20160515,101
20160516,99.8
20160517,99.8
20160518,100
20160519,97
20160520,94.2
20160521,91.6
20160522,88.7
20160523,86
20160524,82.9
20160525,79.2
20160526,78.8
20160527,75.9
20160528,79.1
20160529,87.2
20160530,86.7
20160531,94.6
20160601,96.2
20160602,104
20160603,105
20160604,102
20160605,101
20160606,104
20160607,103
20160608,105
20160609,113
20160610,115
20160611,120
20160612,117
20160613,117
20160614,117
20160615,115
20160616,115
20160617,118
20160618,120
20160619,124
20160620,121
20160621,121
20160622,120
20160623,124
20160624,121
20160625,123
20160626,123
20160627,124
20160628,127
20160629,132
20160630,130
20160701,128
20160702,125
20160703,122
20160704,123
20160705,124
20160706,125
20160707,126
20160708,123
20160709,124
20160710,127
20160711,128
20160712,125
20160713,124
20160714,121
20160715,121
20160716,121
20160717,119
20160718,117
20160719,122
20160720,119
20160721,121
20160722,121
20160723,124
20160724,122
20160725,121
20160726,118
20160727,119
20160728,118
20160729,124
20160730,125
20160731,123
20160801,120
20160802,118
20160803,118
20160804,117
20160805,121
20160806,123
20160807,125
20160808,124
20160809,122
20160810,120
20160811,118
20160812,118
20160813,120
20160814,121
20160815,121
20160816,122
20160817,121
20160818,124
20160819,122
20160820,119
20160821,118
20160822,117
20160823,117
20160824,118
20160825,117
20160826,117
20160827,117
20160828,119
20160829,118
20160830,117
20160831,121
20160901,121
20160902,118
20160903,116
20160904,116
20160905,116
20160906,116
20160907,118
20160908,118
20160909,118
20160910,117
20160911,118
20160912,117
20160913,116
20160914,117
20160915,117
20160916,119
20160917,119
20160918,118
20160919,118
20160920,117
20160921,116
20160922,120
20160923,118
20160924,119
20160925,120
20160926,119
20160927,117
20160928,116
20160929,119
20160930,118
20161001,118
20161002,118
20161003,118
20161004,118
20161005,118
20161006,118
20161007,118
20161008,118
20161009,118
20161010,118
20161011,118
20161012,116
20161013,118
20161014,121
20161015,119
20161016,117
20161017,116
20161018,116
20161019,116
20161020,116
20161021,116
20161022,116
20161023,116
20161024,116
20161025,116
20161026,116
20161027,116
20161028,116
20161029,116
20161030,116
20161031,119
20161101,120
20161102,120
20161103,119
20161104,118
20161105,117
20161106,117
20161107,117
20161108,117
20161109,117
20161110,117
20161111,117
20161112,117
20161113,117
20161114,117
20161115,117
20161116,117
20161117,117
20161118,117
20161119,117
20161120,117
20161121,117
20161122,117
20161123,117
20161124,117
20161125,117
20161126,117
20161127,117
20161128,117
20161129,117
20161130,117
20161201,117
20161202,117
20161203,117
20161204,118
20161205,117
20161206,117
20161207,116
20161208,116
20161209,116
20161210,116
20161211,116
20161212,116
20161213,121
20161214,119
20161215,119
20161216,118
20161217,117
20161218,117
20161219,117
20161220,117
20161221,117
20161222,117
20161223,117
20161224,117
20161225,117
20161226,117
20161227,117
20161228,117
20161229,117
20161230,117
20161231,117
20170101,117
20170102,117
20170103,117
20170104,117
20170105,117
20170106,117
20170107,117
20170108,117
20170109,117
20170110,117
20170111,117
20170112,117
20170113,117
20170114,117
20170115,117
20170116,117
20170117,117
20170118,117
20170119,117
20170120,117
20170121,117
20170122,117
20170123,117
20170124,117
20170125,117
20170126,117
20170127,118
20170128,123
20170129,120
20170130,118
20170131,117
20170201,116
20170202,116
20170203,116
20170204,116
20170205,116
20170206,116
20170207,116
20170208,116
20170209,116
20170210,116
20170211,116
20170212,116
20170213,116
20170214,116
20170215,116
20170216,116
20170217,116
20170218,116
20170219,116
20170220,116
20170221,116
20170222,116
20170223,116
20170224,116
20170225,116
20170226,116
20170227,116
